tripid,purpose
#33:7549,Home
#33:7548,Everyday_Shopping
#33:7548,Home
#32:7582,Home
#30:7663,Home
#33:7560,Home
#32:7569,Home
#32:7569,Work
#32:7663,Pick_Up_Drop_Off
#32:7622,Leisure_Hobby
#30:7731,Home
#32:7570,Pick_Up_Drop_Off
#33:7544,Home
#31:7628,Home
#33:7610,Work
#33:7554,Home
#33:7554,Pick_Up_Drop_Off
#31:7652,Leisure_Hobby
#32:7575,Pick_Up_Drop_Off
#32:7575,Leisure_Hobby
#30:7683,Leisure_Hobby
#30:7683,Pick_Up_Drop_Off
#32:7576,Leisure_Hobby
#32:7572,Home
#30:7680,Other
#31:7631,Work
#31:7631,Home
#32:7693,Pick_Up_Drop_Off
#33:7651,Home
#31:7635,Leisure_Hobby
#32:7578,Home
#31:7632,Home
#30:7670,Home
#33:7570,Leisure_Hobby
#33:7550,Everyday_Shopping
#30:7678,Home
#30:8161,Other
#31:7672,Home
#31:7643,Pick_Up_Drop_Off
#33:7568,Personal_Tasks_Errands
#31:8340,Work
#33:7555,Leisure_Hobby
#31:7653,Home
#32:7589,Personal_Tasks_Errands
#31:7649,Leisure_Hobby
#31:8041,Pick_Up_Drop_Off
#30:8247,Leisure_Hobby
#31:7644,Pick_Up_Drop_Off
#31:7658,Leisure_Hobby
#33:7584,Work
#31:7639,Home
#33:7565,Leisure_Hobby
#33:7565,Pick_Up_Drop_Off
#32:7585,Pick_Up_Drop_Off
#32:7597,Personal_Tasks_Errands
#31:7654,Leisure_Hobby
#32:7583,Leisure_Hobby
#32:7584,Leisure_Hobby
#32:7584,Pick_Up_Drop_Off
#31:8090,Home
#30:8074,Home
#30:7688,Home
#31:7641,Other
#33:7563,Leisure_Hobby
#31:7715,Leisure_Hobby
#31:7715,Pick_Up_Drop_Off
#31:7742,Other
#31:7671,Personal_Tasks_Errands
#32:7593,Pick_Up_Drop_Off
#30:7687,Pick_Up_Drop_Off
#30:7687,Leisure_Hobby
#33:7582,Everyday_Shopping
#33:7582,Home
#32:7749,Home
#32:7596,Home
#33:7588,Home
#32:7777,Pick_Up_Drop_Off
#31:7665,Home
#31:7702,Leisure_Hobby
#32:7615,Leisure_Hobby
#31:7701,Leisure_Hobby
#32:7619,Leisure_Hobby
#33:7593,Leisure_Hobby
#30:7953,Work
#30:7728,Leisure_Hobby
#32:7603,Home
#30:7693,Pick_Up_Drop_Off
#33:7592,Personal_Tasks_Errands
#31:7691,Home
#31:7656,Leisure_Hobby
#32:7601,Home
#32:7604,Home
#31:7673,Home
#30:7694,Leisure_Hobby
#33:7591,Home
#33:7622,Leisure_Hobby
#32:8289,Work
#33:7576,Home
#31:8208,Home
#32:7607,Home
#30:7698,Leisure_Hobby
#33:7579,Leisure_Hobby
#33:7601,Home
#33:7902,Work
#33:7623,Leisure_Hobby
#33:7623,Pick_Up_Drop_Off
#33:7721,Other
#32:7664,Leisure_Hobby
#32:7664,Pick_Up_Drop_Off
#31:7666,Work
#30:7706,Leisure_Hobby
#33:7666,Leisure_Hobby
#33:7613,Personal_Tasks_Errands
#30:7727,Leisure_Hobby
#31:7703,Work
#32:7702,Work
#30:7712,Work
#32:7618,Work
#32:7657,Work
#32:7625,Work
#33:7607,Work
#30:7713,Work
#31:7760,Work
#33:7609,Work
#31:7697,Work
#30:7714,Work
#33:7696,Work
#33:7626,Leisure_Hobby
#33:7626,Other
#31:8122,Work
#30:7716,Work
#30:7773,Work
#32:8042,Work
#30:7770,Work
#30:7987,Work
#31:7711,Work
#31:7711,Pick_Up_Drop_Off
#32:7654,Work
#32:7665,Work
#32:7636,Home
#32:7636,Work
#31:7951,Work
#32:7650,Work
#32:8157,Work
#31:7712,Work
#32:7907,Work
#32:7631,Pick_Up_Drop_Off
#31:7676,Work
#31:7678,Work
#32:7643,Work
#32:7677,Work
#30:7725,Work
#33:7602,Work
#31:7681,Work
#33:7603,Home
#33:7603,Leisure_Hobby
#33:7630,Work
#31:7817,Pick_Up_Drop_Off
#32:7741,Work
#30:7905,Work
#30:7772,Work
#30:7993,Work
#32:7641,Work
#33:7617,Work
#33:7617,Home
#32:7848,Work
#31:7707,Work
#33:7962,Work
#30:7733,Work
#32:7630,Work
#33:8526,Work
#32:7723,Work
#31:7682,Other
#32:7640,Work
#32:7629,Work
#31:7696,Work
#31:7693,Work
#33:7854,Work
#30:7732,Work
#32:7644,Work
#30:8020,Work
#30:7748,Leisure_Hobby
#33:7616,Work
#33:7616,Pick_Up_Drop_Off
#31:7736,Pick_Up_Drop_Off
#31:7688,Work
#32:7639,Work
#31:7700,Work
#32:7638,Work
#32:7765,Work
#30:7840,Work
#33:7655,Work
#31:7726,Work
#33:7615,Work
#33:7629,Home
#33:7629,Leisure_Hobby
#31:7761,Personal_Tasks_Errands
#32:7645,Everyday_Shopping
#33:7689,Work
#30:7820,Work
#33:7690,Home
#30:7744,Leisure_Hobby
#30:7791,Work
#31:7779,Work
#31:7788,Personal_Tasks_Errands
#31:7948,Work
#31:7804,Leisure_Hobby
#30:7766,Personal_Tasks_Errands
#33:7711,Personal_Tasks_Errands
#32:7661,Work
#32:7897,Work
#30:7833,Work
#31:7744,Work
#33:7628,Work
#32:8072,Other
#32:7672,Other
#32:7653,Work
#31:7810,Leisure_Hobby
#31:7708,Other
#31:7762,Business_Trip
#31:7713,Personal_Tasks_Errands
#32:7676,Everyday_Shopping
#32:7676,Personal_Tasks_Errands
#31:7716,Work
#32:7684,Everyday_Shopping
#32:7684,Everyday_Shopping
#31:7717,Other
#31:8042,Work
#30:7757,Work
#31:7739,Home
#31:7709,Leisure_Hobby
#30:7752,Home
#31:7710,Personal_Tasks_Errands
#31:7740,Leisure_Hobby
#33:7645,Everyday_Shopping
#31:7852,Work
#31:7829,Other
#32:8084,Business_Trip
#30:7751,Work
#30:7751,Other
#32:7947,Home
#31:7831,Leisure_Hobby
#30:7996,Everyday_Shopping
#32:7673,Personal_Tasks_Errands
#31:8123,Other
#30:7755,Work
#32:7671,Personal_Tasks_Errands
#32:7671,Home
#32:7659,Personal_Tasks_Errands
#31:7780,Leisure_Hobby
#33:7694,Leisure_Hobby
#30:7799,Personal_Tasks_Errands
#30:7771,Work
#33:7633,Home
#33:7639,Work
#32:7691,Work
#32:8085,Home
#32:7669,Leisure_Hobby
#32:7704,Leisure_Hobby
#31:7723,Pick_Up_Drop_Off
#32:7797,Work
#32:7784,Pick_Up_Drop_Off
#32:7784,Pick_Up_Drop_Off
#31:7727,Work
#31:7794,Work
#30:7761,Other
#33:7818,Personal_Tasks_Errands
#33:7778,Personal_Tasks_Errands
#30:7822,Work
#30:7758,Everyday_Shopping
#33:7660,Personal_Tasks_Errands
#30:7764,Other
#30:7767,Home
#30:8504,Work
#30:8504,Business_Trip
#31:7803,Leisure_Hobby
#31:7803,Other
#30:7988,Work
#31:7866,Work
#30:7787,Personal_Tasks_Errands
#32:7688,Personal_Tasks_Errands
#33:7661,Everyday_Shopping
#31:7898,Personal_Tasks_Errands
#30:7788,Work
#30:7788,Work
#32:7732,Work
#32:7806,Personal_Tasks_Errands
#33:7682,Business_Trip
#31:7797,Work
#32:7681,Other
#30:7841,Personal_Tasks_Errands
#30:7841,Other
#30:7768,Home
#32:7685,Pick_Up_Drop_Off
#32:7685,Work
#32:7685,Work
#30:7973,Business_Trip
#30:8162,Home
#31:7752,Home
#30:7935,Pick_Up_Drop_Off
#30:8248,Home
#30:8248,Everyday_Shopping
#30:8248,Leisure_Hobby
#33:7658,Home
#30:7785,Personal_Tasks_Errands
#30:7785,Leisure_Hobby
#31:8213,Home
#33:7662,Leisure_Hobby
#31:7770,Personal_Tasks_Errands
#30:7886,Personal_Tasks_Errands
#30:7790,Work
#31:7747,Pick_Up_Drop_Off
#30:7780,Personal_Tasks_Errands
#33:7752,Home
#31:7755,Home
#31:7738,Home
#31:7775,Home
#33:7654,Work
#33:7654,Home
#31:7733,Home
#31:7733,Work
#32:7721,Pick_Up_Drop_Off
#30:8081,Home
#32:7682,Work
#32:7682,Home
#32:7694,Work
#32:7694,Work
#33:7688,Home
#33:7664,Home
#31:7732,Home
#32:7719,Home
#31:7796,Home
#31:7796,Everyday_Shopping
#31:7735,Home
#33:7698,Work
#31:7743,Work
#31:7750,Work
#31:7750,Home
#31:7750,Personal_Tasks_Errands
#32:8553,Home
#33:7663,Personal_Tasks_Errands
#33:7703,Home
#31:7832,Home
#32:7718,Home
#32:7815,Home
#30:7885,Personal_Tasks_Errands
#30:7885,Other
#31:7800,Home
#31:7800,Pick_Up_Drop_Off
#32:7794,Home
#31:7934,Home
#31:7749,Home
#31:7749,Pick_Up_Drop_Off
#33:7675,Other
#32:7743,Home
#32:7697,Home
#31:8093,Home
#30:7808,Home
#30:7808,Work
#30:7801,Home
#30:7801,Home
#33:8570,Home
#31:7959,Home
#30:7832,Home
#30:7832,Leisure_Hobby
#32:7706,Pick_Up_Drop_Off
#32:7706,Work
#33:7691,Work
#30:7782,Home
#32:7725,Work
#32:7742,Pick_Up_Drop_Off
#33:7890,Business_Trip
#33:8261,Everyday_Shopping
#33:7680,Home
#33:7680,Work
#32:7714,Home
#32:7720,Home
#32:7756,Work
#31:7792,Leisure_Hobby
#31:7748,Work
#33:7717,Home
#30:7838,Home
#30:7838,Work
#33:7668,Work
#33:7724,Other
#33:9501,Other
#30:7857,Leisure_Hobby
#32:7710,Work
#32:7710,Home
#30:7850,Home
#32:7760,Home
#32:7760,Leisure_Hobby
#32:7711,Everyday_Shopping
#33:7820,Home
#33:7820,Leisure_Hobby
#33:7678,Home
#33:7767,Home
#33:7695,Personal_Tasks_Errands
#30:7810,Home
#32:7842,Home
#33:7681,Home
#31:7907,Pick_Up_Drop_Off
#30:7837,Home
#33:7738,Work
#31:8002,Home
#31:7836,Everyday_Shopping
#32:7857,Leisure_Hobby
#32:8132,Work
#32:8132,Leisure_Hobby
#33:7697,Personal_Tasks_Errands
#31:7785,Leisure_Hobby
#33:7787,Personal_Tasks_Errands
#31:7798,Home
#32:7722,Home
#33:8386,Business_Trip
#31:7771,Everyday_Shopping
#30:7830,Pick_Up_Drop_Off
#30:7895,Business_Trip
#32:7740,Home
#32:7750,Other
#32:7747,Other
#31:7970,Home
#30:7852,Work
#31:7793,Home
#31:7807,Everyday_Shopping
#33:7755,Leisure_Hobby
#33:7841,Leisure_Hobby
#33:7736,Other
#33:7736,Other
#30:7836,Pick_Up_Drop_Off
#30:7836,Leisure_Hobby
#31:7816,Work
#30:7827,Business_Trip
#33:7713,Home
#33:7765,Leisure_Hobby
#33:7751,Leisure_Hobby
#32:7735,Leisure_Hobby
#32:7896,Leisure_Hobby
#30:8110,Leisure_Hobby
#30:8324,Leisure_Hobby
#32:7764,Other
#32:7951,Leisure_Hobby
#31:7809,Home
#33:7714,Leisure_Hobby
#33:7864,Leisure_Hobby
#30:7873,Leisure_Hobby
#32:7821,Leisure_Hobby
#30:8223,Leisure_Hobby
#32:7757,Leisure_Hobby
#30:7906,Home
#31:7967,Leisure_Hobby
#31:7967,Home
#31:7967,Other
#30:7853,Other
#32:7746,Home
#31:8209,Home
#31:7900,Home
#31:7900,Leisure_Hobby
#33:7845,Leisure_Hobby
#30:7851,Home
#33:7732,Home
#30:7982,Leisure_Hobby
#30:7855,Other
#30:7855,Other
#30:7849,Home
#30:7848,Leisure_Hobby
#32:7761,Work
#32:7761,Home
#31:7849,Home
#33:7735,Home
#31:7818,Home
#30:7986,Leisure_Hobby
#32:7767,Work
#31:7845,Home
#30:7856,Home
#32:7766,Work
#31:7864,Home
#31:7815,Home
#30:7862,Home
#30:7870,Home
#31:7823,Home
#33:13590,Home
#31:7842,Work
#31:7893,Work
#31:7825,Work
#31:7825,Work
#32:7793,Work
#33:7758,Work
#31:8071,Work
#33:7814,Work
#31:7926,Home
#33:7892,Home
#32:7808,Work
#30:8132,Work
#32:7800,Work
#31:7937,Home
#30:7974,Work
#32:7781,Work
#31:8602,Work
#33:7763,Work
#30:8010,Work
#33:7757,Pick_Up_Drop_Off
#30:7981,Work
#32:7822,Work
#30:7904,Work
#30:7917,Work
#31:8650,Work
#30:7878,Work
#30:8014,Work
#30:7875,Work
#33:7770,Work
#32:7792,Work
#33:7795,Pick_Up_Drop_Off
#33:7795,Work
#30:7939,Work
#30:13487,Leisure_Hobby
#31:7860,Work
#30:7927,Work
#30:7927,Everyday_Shopping
#30:7969,Work
#33:7899,Work
#32:7802,Work
#31:7875,Work
#30:7959,Work
#32:7790,Home
#32:7790,Work
#32:7790,Pick_Up_Drop_Off
#33:7828,Work
#32:7788,Work
#32:7849,Work
#32:7801,Pick_Up_Drop_Off
#33:7766,Work
#31:7850,Pick_Up_Drop_Off
#33:7784,Home
#33:7784,Work
#32:8006,Work
#33:7773,Work
#31:7902,Work
#31:7902,Work
#30:7881,Home
#30:7881,Work
#32:7791,Work
#32:7791,Pick_Up_Drop_Off
#30:7919,Work
#31:7917,Work
#30:7879,Work
#33:7764,Work
#30:7882,Work
#30:7901,Work
#31:7844,Work
#33:7762,Work
#30:7883,Work
#32:8130,Leisure_Hobby
#32:7898,Work
#31:8043,Work
#30:7891,Work
#31:7859,Everyday_Shopping
#31:7859,Other
#30:7914,Work
#30:7896,Work
#33:7798,Work
#33:7779,Everyday_Shopping
#31:7928,Everyday_Shopping
#30:7899,Leisure_Hobby
#32:8020,Work
#33:7790,Work
#32:8131,Leisure_Hobby
#33:7780,Leisure_Hobby
#32:7824,Work
#31:7867,Home
#33:7789,Work
#32:7814,Home
#32:7834,Leisure_Hobby
#30:7913,Everyday_Shopping
#32:7825,Personal_Tasks_Errands
#33:7904,Other
#31:7878,Work
#31:7878,Other
#33:7791,Work
#30:7911,Personal_Tasks_Errands
#30:8505,Everyday_Shopping
#31:7892,Work
#31:7869,Leisure_Hobby
#31:7929,Everyday_Shopping
#30:7945,Everyday_Shopping
#32:7886,Personal_Tasks_Errands
#32:7819,Home
#33:7797,Pick_Up_Drop_Off
#31:7984,Home
#31:7984,Pick_Up_Drop_Off
#33:7801,Other
#32:7865,Work
#30:7910,Work
#30:7964,Personal_Tasks_Errands
#31:7873,Personal_Tasks_Errands
#31:7877,Work
#32:7921,Leisure_Hobby
#31:8018,Personal_Tasks_Errands
#31:8018,Work
#30:7931,Work
#31:7882,Work
#33:7799,Everyday_Shopping
#32:7827,Work
#32:7827,Other
#31:7881,Everyday_Shopping
#31:7881,Personal_Tasks_Errands
#31:7881,Work
#31:8466,Business_Trip
#31:7913,Work
#33:7858,Personal_Tasks_Errands
#30:7922,Pick_Up_Drop_Off
#31:7886,Home
#31:7886,Work
#32:7933,Pick_Up_Drop_Off
#32:7843,Work
#33:8008,Personal_Tasks_Errands
#33:8008,Home
#32:7860,Home
#32:7860,Other
#33:7861,Work
#32:7887,Work
#33:7938,Personal_Tasks_Errands
#33:7938,Work
#31:7911,Work
#33:7893,Home
#32:10530,Everyday_Shopping
#32:7941,Work
#32:7941,Home
#32:7941,Pick_Up_Drop_Off
#30:8690,Home
#31:7925,Home
#30:8506,Business_Trip
#31:7936,Pick_Up_Drop_Off
#32:7845,Pick_Up_Drop_Off
#30:7938,Pick_Up_Drop_Off
#33:7882,Pick_Up_Drop_Off
#30:8012,Leisure_Hobby
#32:7847,Work
#33:7812,Work
#33:7819,Everyday_Shopping
#33:7913,Leisure_Hobby
#33:7850,Home
#32:7973,Home
#31:7894,Home
#30:8001,Pick_Up_Drop_Off
#31:7956,Everyday_Shopping
#32:7878,Home
#32:7878,Business_Trip
#32:7878,Personal_Tasks_Errands
#30:7965,Work
#33:7831,Personal_Tasks_Errands
#33:7831,Other
#33:7831,Other
#32:8061,Leisure_Hobby
#31:7908,Home
#32:7992,Home
#30:9298,Work
#30:7936,Personal_Tasks_Errands
#33:7821,Home
#33:7821,Work
#32:7880,Home
#32:7880,Work
#32:7880,Leisure_Hobby
#32:7876,Pick_Up_Drop_Off
#32:13853,Everyday_Shopping
#30:7941,Home
#33:7867,Leisure_Hobby
#33:7867,Other
#31:7901,Home
#31:8498,Work
#33:7847,Home
#33:7830,Work
#33:7830,Home
#32:7945,Pick_Up_Drop_Off
#31:7953,Personal_Tasks_Errands
#30:7972,Home
#33:7829,Leisure_Hobby
#33:7829,Pick_Up_Drop_Off
#33:7829,Other
#33:7829,Other
#33:8523,Leisure_Hobby
#30:7955,Home
#31:7914,Pick_Up_Drop_Off
#32:7861,Personal_Tasks_Errands
#32:7861,Home
#32:7899,Everyday_Shopping
#32:7899,Personal_Tasks_Errands
#32:8045,Leisure_Hobby
#31:7915,Home
#30:8043,Leisure_Hobby
#31:7912,Home
#31:7912,Pick_Up_Drop_Off
#31:7976,Home
#30:7978,Home
#30:7960,Home
#32:7866,Home
#31:7952,Home
#33:7855,Other
#33:7835,Home
#33:7992,Home
#31:7973,Home
#30:7951,Leisure_Hobby
#32:8041,Home
#31:7927,Work
#31:7927,Home
#33:7896,Home
#33:7832,Home
#30:8024,Pick_Up_Drop_Off
#31:7935,Everyday_Shopping
#33:7862,Home
#32:7875,Personal_Tasks_Errands
#31:7996,Pick_Up_Drop_Off
#33:7964,Work
#32:7864,Home
#32:7965,Work
#31:8467,Home
#32:7862,Other
#32:7862,Other
#32:8636,Leisure_Hobby
#31:7962,Leisure_Hobby
#31:8097,Personal_Tasks_Errands
#33:7839,Pick_Up_Drop_Off
#33:7839,Personal_Tasks_Errands
#33:7839,Leisure_Hobby
#31:8087,Work
#31:8156,Leisure_Hobby
#30:7958,Home
#33:7848,Home
#33:7848,Work
#33:7856,Pick_Up_Drop_Off
#33:7837,Home
#30:7999,Everyday_Shopping
#32:7911,Leisure_Hobby
#32:7892,Everyday_Shopping
#32:7892,Home
#32:8050,Leisure_Hobby
#33:8611,Leisure_Hobby
#31:7930,Home
#30:8131,Everyday_Shopping
#32:7901,Leisure_Hobby
#30:7992,Leisure_Hobby
#32:7884,Leisure_Hobby
#32:7905,Pick_Up_Drop_Off
#30:7962,Pick_Up_Drop_Off
#30:7962,Leisure_Hobby
#31:7921,Everyday_Shopping
#32:7929,Leisure_Hobby
#32:7929,Other
#30:8055,Home
#31:8098,Home
#30:7994,Leisure_Hobby
#30:8266,Personal_Tasks_Errands
#30:13203,Everyday_Shopping
#32:8417,Everyday_Shopping
#30:8537,Everyday_Shopping
#30:8235,Everyday_Shopping
#31:7971,Everyday_Shopping
#32:7908,Leisure_Hobby
#32:14255,Everyday_Shopping
#30:7976,Pick_Up_Drop_Off
#30:7976,Leisure_Hobby
#32:7882,Home
#31:7993,Work
#31:7993,Home
#31:7993,Pick_Up_Drop_Off
#31:7975,Leisure_Hobby
#33:7903,Home
#33:7903,Other
#33:7903,Leisure_Hobby
#31:8238,Leisure_Hobby
#32:7902,Leisure_Hobby
#32:8032,Everyday_Shopping
#32:7920,Personal_Tasks_Errands
#32:7889,Home
#32:7889,Leisure_Hobby
#32:7924,Personal_Tasks_Errands
#31:7945,Home
#31:8117,Personal_Tasks_Errands
#33:7863,Leisure_Hobby
#33:8012,Home
#33:7884,Leisure_Hobby
#32:7930,Other
#32:7930,Leisure_Hobby
#30:8146,Home
#31:8227,Personal_Tasks_Errands
#30:8083,Home
#33:7873,Home
#30:7991,Home
#33:9327,Leisure_Hobby
#30:8004,Leisure_Hobby
#33:8022,Home
#32:7919,Leisure_Hobby
#31:7965,Home
#31:7966,Home
#30:8013,Work
#32:7942,Pick_Up_Drop_Off
#32:7942,Home
#32:7942,Work
#30:8267,Personal_Tasks_Errands
#33:8172,Leisure_Hobby
#33:7969,Personal_Tasks_Errands
#33:7969,Leisure_Hobby
#30:8011,Leisure_Hobby
#33:7906,Everyday_Shopping
#30:8147,Personal_Tasks_Errands
#33:7914,Leisure_Hobby
#33:7914,Pick_Up_Drop_Off
#33:7900,Everyday_Shopping
#30:8069,Work
#33:7951,Everyday_Shopping
#31:7989,Pick_Up_Drop_Off
#31:7989,Personal_Tasks_Errands
#30:8022,Everyday_Shopping
#30:8022,Home
#30:8022,Other
#30:8022,Personal_Tasks_Errands
#32:7943,Everyday_Shopping
#32:7953,Everyday_Shopping
#30:8034,Leisure_Hobby
#31:7992,Everyday_Shopping
#32:7934,Work
#31:8033,Everyday_Shopping
#33:7907,Everyday_Shopping
#33:7907,Personal_Tasks_Errands
#33:7922,Personal_Tasks_Errands
#30:8111,Everyday_Shopping
#30:8070,Everyday_Shopping
#33:7987,Leisure_Hobby
#33:7915,Everyday_Shopping
#30:8031,Everyday_Shopping
#30:8033,Leisure_Hobby
#30:8033,Pick_Up_Drop_Off
#30:8507,Pick_Up_Drop_Off
#30:8032,Other
#31:8013,Leisure_Hobby
#33:7925,Personal_Tasks_Errands
#33:7925,Everyday_Shopping
#31:8398,Leisure_Hobby
#31:7995,Leisure_Hobby
#33:7950,Leisure_Hobby
#32:7959,Leisure_Hobby
#33:8018,Pick_Up_Drop_Off
#31:8027,Everyday_Shopping
#30:8291,Home
#31:8017,Leisure_Hobby
#30:8133,Leisure_Hobby
#32:7944,Home
#30:8128,Everyday_Shopping
#30:8128,Personal_Tasks_Errands
#33:8147,Leisure_Hobby
#31:8060,Everyday_Shopping
#32:7955,Everyday_Shopping
#30:8137,Pick_Up_Drop_Off
#31:8009,Leisure_Hobby
#31:8009,Pick_Up_Drop_Off
#33:7923,Home
#33:8014,Leisure_Hobby
#30:8045,Everyday_Shopping
#30:8174,Everyday_Shopping
#30:8066,Home
#33:8577,Personal_Tasks_Errands
#32:8009,Everyday_Shopping
#30:8059,Pick_Up_Drop_Off
#30:8046,Everyday_Shopping
#33:8377,Pick_Up_Drop_Off
#33:7931,Leisure_Hobby
#33:7931,Pick_Up_Drop_Off
#33:7931,Home
#32:7985,Other
#31:8011,Leisure_Hobby
#30:8269,Work
#30:8269,Home
#30:8269,Everyday_Shopping
#30:8269,Personal_Tasks_Errands
#32:7980,Personal_Tasks_Errands
#31:8003,Home
#31:8252,Pick_Up_Drop_Off
#33:7945,Leisure_Hobby
#30:8122,Pick_Up_Drop_Off
#30:8053,Home
#30:8053,Everyday_Shopping
#31:8173,Work
#33:8065,Other
#32:7987,Work
#31:8014,Other
#31:8030,Personal_Tasks_Errands
#33:14424,Leisure_Hobby
#31:8078,Leisure_Hobby
#31:8078,Personal_Tasks_Errands
#31:8019,Everyday_Shopping
#33:7952,Leisure_Hobby
#31:8660,Everyday_Shopping
#30:8057,Leisure_Hobby
#32:8021,Leisure_Hobby
#32:8257,Leisure_Hobby
#32:8022,Everyday_Shopping
#33:7998,Leisure_Hobby
#32:8158,Leisure_Hobby
#31:8067,Leisure_Hobby
#32:8000,Everyday_Shopping
#33:8003,Pick_Up_Drop_Off
#30:8071,Personal_Tasks_Errands
#33:7933,Leisure_Hobby
#33:7958,Work
#33:8000,Personal_Tasks_Errands
#33:8000,Other
#33:8000,Other
#33:8015,Leisure_Hobby
#32:7991,Leisure_Hobby
#33:7957,Everyday_Shopping
#32:8113,Leisure_Hobby
#33:7972,Everyday_Shopping
#32:7984,Everyday_Shopping
#32:7979,Home
#33:7985,Leisure_Hobby
#31:8085,Leisure_Hobby
#33:7981,Leisure_Hobby
#30:8112,Work
#30:8092,Leisure_Hobby
#33:8004,Personal_Tasks_Errands
#33:7959,Everyday_Shopping
#32:8344,Everyday_Shopping
#32:8344,Personal_Tasks_Errands
#31:8341,Everyday_Shopping
#33:7968,Leisure_Hobby
#31:8182,Leisure_Hobby
#33:8055,Everyday_Shopping
#31:8040,Home
#31:8040,Leisure_Hobby
#32:7978,Leisure_Hobby
#32:7978,Pick_Up_Drop_Off
#33:7965,Personal_Tasks_Errands
#30:8113,Leisure_Hobby
#33:8038,Pick_Up_Drop_Off
#30:8075,Everyday_Shopping
#31:8031,Home
#32:8124,Work
#33:8233,Personal_Tasks_Errands
#31:8095,Everyday_Shopping
#30:8216,Everyday_Shopping
#32:8034,Leisure_Hobby
#31:8092,Leisure_Hobby
#30:8104,Leisure_Hobby
#31:8082,Everyday_Shopping
#33:7970,Home
#32:8179,Home
#32:8082,Everyday_Shopping
#33:7960,Leisure_Hobby
#33:7960,Other
#31:8038,Other
#33:8130,Leisure_Hobby
#32:8029,Other
#32:8029,Personal_Tasks_Errands
#33:7956,Leisure_Hobby
#33:7956,Personal_Tasks_Errands
#31:8036,Home
#32:7997,Leisure_Hobby
#31:8037,Home
#30:8076,Everyday_Shopping
#32:8038,Leisure_Hobby
#31:8061,Leisure_Hobby
#30:8123,Leisure_Hobby
#33:8006,Leisure_Hobby
#31:8089,Leisure_Hobby
#33:8053,Leisure_Hobby
#31:8112,Leisure_Hobby
#32:8047,Everyday_Shopping
#33:9008,Everyday_Shopping
#33:7973,Home
#30:8121,Other
#30:8121,Leisure_Hobby
#30:8121,Personal_Tasks_Errands
#30:8089,Leisure_Hobby
#31:8395,Everyday_Shopping
#31:8395,Personal_Tasks_Errands
#32:7993,Personal_Tasks_Errands
#33:8002,Everyday_Shopping
#32:7989,Home
#32:7989,Leisure_Hobby
#33:8148,Leisure_Hobby
#33:7995,Home
#33:7995,Leisure_Hobby
#31:8145,Other
#33:8163,Leisure_Hobby
#33:8163,Work
#33:8163,Home
#33:8163,Everyday_Shopping
#33:8163,Leisure_Hobby
#30:8327,Home
#30:8327,Everyday_Shopping
#30:8327,Personal_Tasks_Errands
#31:8048,Other
#32:7990,Everyday_Shopping
#33:7976,Leisure_Hobby
#32:8044,Everyday_Shopping
#31:8202,Home
#30:8219,Home
#33:8005,Leisure_Hobby
#31:8072,Home
#33:8010,Leisure_Hobby
#33:7982,Leisure_Hobby
#33:7982,Other
#31:8046,Work
#32:7999,Pick_Up_Drop_Off
#31:8051,Pick_Up_Drop_Off
#31:8118,Pick_Up_Drop_Off
#33:7993,Leisure_Hobby
#32:8125,Leisure_Hobby
#31:8059,Work
#31:8059,Leisure_Hobby
#31:8084,Home
#30:8125,Leisure_Hobby
#32:8088,Leisure_Hobby
#30:8103,Leisure_Hobby
#30:8101,Home
#32:8001,Home
#31:9406,Leisure_Hobby
#31:9406,Pick_Up_Drop_Off
#33:7975,Leisure_Hobby
#31:8065,Pick_Up_Drop_Off
#32:8005,Everyday_Shopping
#31:8456,Everyday_Shopping
#32:8089,Home
#32:8089,Everyday_Shopping
#30:8095,Leisure_Hobby
#30:8095,Pick_Up_Drop_Off
#32:8175,Personal_Tasks_Errands
#30:8249,Home
#31:8070,Leisure_Hobby
#31:8077,Leisure_Hobby
#30:8099,Home
#32:9354,Leisure_Hobby
#31:8165,Pick_Up_Drop_Off
#32:8014,Pick_Up_Drop_Off
#32:8014,Leisure_Hobby
#31:8534,Home
#31:8086,Leisure_Hobby
#32:8037,Pick_Up_Drop_Off
#32:8037,Other
#32:8019,Leisure_Hobby
#32:8026,Leisure_Hobby
#33:7994,Leisure_Hobby
#33:8086,Home
#33:8009,Leisure_Hobby
#32:8035,Leisure_Hobby
#31:8074,Leisure_Hobby
#33:7991,Leisure_Hobby
#31:8210,Home
#30:8124,Home
#33:8013,Home
#33:8097,Leisure_Hobby
#33:8070,Other
#33:8007,Leisure_Hobby
#31:8537,Personal_Tasks_Errands
#30:8117,Home
#30:9445,Leisure_Hobby
#30:8574,Personal_Tasks_Errands
#33:8108,Leisure_Hobby
#30:8189,Home
#33:8123,Work
#32:8068,Everyday_Shopping
#31:8203,Work
#32:8095,Leisure_Hobby
#30:8283,Everyday_Shopping
#30:8283,Everyday_Shopping
#30:8126,Leisure_Hobby
#30:8126,Pick_Up_Drop_Off
#30:8150,Other
#30:8134,Leisure_Hobby
#30:8180,Home
#30:8180,Leisure_Hobby
#33:8036,Other
#30:8577,Personal_Tasks_Errands
#32:8193,Everyday_Shopping
#32:8148,Leisure_Hobby
#31:8329,Pick_Up_Drop_Off
#31:8185,Pick_Up_Drop_Off
#31:8185,Other
#31:8185,Leisure_Hobby
#31:8185,Personal_Tasks_Errands
