tripid,purpose
#133:21002,Work
#131:21030,Pick_Up_Drop_Off
#133:21014,Work
#133:21016,Leisure_Hobby
#131:21035,Leisure_Hobby
#131:21044,Leisure_Hobby
#130:21066,Work
#130:21086,Everyday_Shopping
#131:21082,Home
#132:21072,Home
#133:21071,Everyday_Shopping
#130:21093,Home
#131:21089,Pick_Up_Drop_Off
#133:21072,Personal_Tasks_Errands
#131:21090,Work
#130:21095,Home
#131:21101,Personal_Tasks_Errands
#131:21101,Home
#132:21091,Leisure_Hobby
#132:21091,Pick_Up_Drop_Off
#131:21102,Home
#131:21102,Personal_Tasks_Errands
#131:21102,Pick_Up_Drop_Off
#130:21111,Work
#131:21107,Work
#133:21090,Work
#130:21112,Work
#131:21108,Work
#132:21098,Leisure_Hobby
#131:21109,Leisure_Hobby
#131:21110,Leisure_Hobby
#132:21100,Home
#130:21135,Work
#131:21131,Other
#131:21131,Leisure_Hobby
#131:21132,Business_Trip
#133:21115,Pick_Up_Drop_Off
#133:21115,Leisure_Hobby
#133:21115,Personal_Tasks_Errands
#133:21115,Other
#130:21137,Work
#130:21137,Pick_Up_Drop_Off
#131:21133,Work
#131:21133,Pick_Up_Drop_Off
#131:21133,Home
#130:21140,Home
#133:21119,Everyday_Shopping
#130:21141,Work
#131:21137,Work
#132:21127,Home
#133:21120,Everyday_Shopping
#130:21142,Everyday_Shopping
#133:21133,Leisure_Hobby
#130:21166,Work
#130:21167,Business_Trip
#133:21150,Everyday_Shopping
#133:21150,Home
#131:21168,Business_Trip
#131:21168,Pick_Up_Drop_Off
#133:21152,Home
#130:21174,Work
#130:21174,Business_Trip
#131:21170,Business_Trip
#131:21170,Work
#133:21153,Personal_Tasks_Errands
#133:21153,Work
#130:21175,Home
#131:21171,Business_Trip
#131:21171,Work
#132:21161,Business_Trip
#132:21161,Work
#133:21154,Leisure_Hobby
#130:21176,Home
#131:21172,Business_Trip
#131:21172,Work
#132:21162,Business_Trip
#132:21162,Work
#133:21155,Home
#130:21177,Work
#130:21177,Business_Trip
#132:21163,Business_Trip
#131:21173,Business_Trip
#130:21184,Business_Trip
#132:21173,Leisure_Hobby
#132:21174,Work
#130:21189,Work
#132:21175,Everyday_Shopping
#133:21180,Work
#130:21202,Leisure_Hobby
#131:21198,Home
#130:21203,Work
#131:21199,Home
#132:21189,Work
#133:21182,Work
#130:21204,Home
#132:21190,Home
#130:21205,Work
#131:21201,Home
#130:21206,Work
#130:21206,Business_Trip
#132:21194,Business_Trip
#133:21188,Business_Trip
#131:21206,Business_Trip
#132:21197,Home
#133:21191,Work
#132:21199,Personal_Tasks_Errands
#133:21192,Home
#132:21200,Work
#131:21211,Home
#132:21201,Work
#133:21194,Home
#133:21197,Work
#132:21210,Work
#130:21233,Work
#131:21229,Work
#132:21219,Work
#133:21212,Other
#130:21234,Home
#132:21221,Work
#133:21214,Work
#130:21236,Work
#131:21232,Other
#130:21274,Work
#131:21270,Work
#132:21268,Business_Trip
#133:21369,Leisure_Hobby
#130:21391,Everyday_Shopping
#133:21385,Work
#133:21386,Work
#132:21395,Business_Trip
#133:21388,Work
#130:21410,Work
#131:21406,Work
#130:21427,Work
#131:21429,Work
#131:21430,Work
#132:21420,Work
#133:21413,Work
#131:21431,Work
#132:21421,Work
#133:21414,Work
#131:21432,Work
#132:21424,Work
#130:21604,Everyday_Shopping
#131:21600,Work
#132:21589,Home
#130:21605,Work
#131:21601,Work
#133:21582,Work
#130:21606,Work
#131:21602,Work
#131:21602,Personal_Tasks_Errands
#131:21629,Work
#132:21618,Work
#133:21610,Home
#133:21613,Work
#133:21880,Home
#131:21940,Home
#132:21984,Work
#133:21976,Work
#130:22002,Work
#131:21998,Work
#132:21985,Work
#130:22138,Home
#133:22116,Work
#130:22142,Work
#131:22138,Work
#132:22125,Work
#133:22142,Pick_Up_Drop_Off
#131:22175,Leisure_Hobby
#133:22154,Leisure_Hobby
#133:22154,Leisure_Hobby
#132:22180,Pick_Up_Drop_Off
#133:22172,Work
#130:22198,Work
#131:22194,Work
#132:22181,Work
#133:22173,Work
#130:22199,Work
#132:22186,Work
#132:22186,Pick_Up_Drop_Off
#133:22178,Home
#133:22178,Work
#133:22178,Pick_Up_Drop_Off
#130:22204,Work
#130:22204,Pick_Up_Drop_Off
#131:22200,Work
#132:22187,Pick_Up_Drop_Off
#132:22187,Work
#133:22179,Home
#130:22205,Personal_Tasks_Errands
#131:22201,Home
#132:22188,Work
#132:22188,Pick_Up_Drop_Off
#133:22180,Leisure_Hobby
#133:22180,Pick_Up_Drop_Off
#130:22206,Everyday_Shopping
#130:22206,Personal_Tasks_Errands
#131:22202,Personal_Tasks_Errands
#132:22189,Leisure_Hobby
#132:22189,Pick_Up_Drop_Off
#133:22181,Pick_Up_Drop_Off
#133:22181,Home
#130:22207,Work
#130:22207,Pick_Up_Drop_Off
#131:22203,Work
#131:22203,Pick_Up_Drop_Off
#132:22190,Work
#132:22190,Pick_Up_Drop_Off
#133:22182,Work
#133:22182,Pick_Up_Drop_Off
#133:22182,Home
#130:22208,Everyday_Shopping
#131:22204,Pick_Up_Drop_Off
#132:22191,Home
#132:22191,Pick_Up_Drop_Off
#133:22183,Work
#133:22183,Pick_Up_Drop_Off
#130:22209,Home
#130:22209,Pick_Up_Drop_Off
#131:22205,Work
#131:22205,Pick_Up_Drop_Off
#132:22192,Work
#132:22192,Pick_Up_Drop_Off
#132:22192,Home
#133:22184,Leisure_Hobby
#133:22184,Pick_Up_Drop_Off
#130:22210,Home
#130:22210,Pick_Up_Drop_Off
#130:22210,Leisure_Hobby
#131:22206,Work
#131:22206,Pick_Up_Drop_Off
#132:22193,Home
#132:22193,Pick_Up_Drop_Off
#133:22261,Leisure_Hobby
#130:22287,Leisure_Hobby
#132:22270,Leisure_Hobby
#133:22262,Leisure_Hobby
#132:22272,Leisure_Hobby
#130:22290,Leisure_Hobby
#133:22264,Leisure_Hobby
#130:22291,Leisure_Hobby
#131:22287,Leisure_Hobby
#132:22274,Leisure_Hobby
#132:22275,Leisure_Hobby
#131:22288,Leisure_Hobby
#133:22267,Leisure_Hobby
#130:22293,Leisure_Hobby
#132:22276,Leisure_Hobby
#131:22290,Leisure_Hobby
#132:22277,Leisure_Hobby
#133:22269,Leisure_Hobby
#130:22295,Leisure_Hobby
#131:22291,Leisure_Hobby
#132:22278,Leisure_Hobby
#133:22270,Leisure_Hobby
#130:22296,Leisure_Hobby
#131:22292,Leisure_Hobby
#132:22279,Leisure_Hobby
#130:22297,Leisure_Hobby
#131:22293,Leisure_Hobby
#132:22280,Leisure_Hobby
#133:22272,Leisure_Hobby
#130:22298,Leisure_Hobby
#131:22294,Leisure_Hobby
#132:22281,Leisure_Hobby
#133:22273,Leisure_Hobby
#130:22299,Leisure_Hobby
#131:22295,Leisure_Hobby
#132:22282,Leisure_Hobby
#133:22274,Leisure_Hobby
#130:22300,Leisure_Hobby
#132:22283,Leisure_Hobby
#133:22275,Leisure_Hobby
#130:22301,Leisure_Hobby
#132:22284,Leisure_Hobby
#133:22276,Leisure_Hobby
#130:22302,Leisure_Hobby
#131:22298,Leisure_Hobby
#132:22285,Leisure_Hobby
#133:22277,Leisure_Hobby
#130:22303,Leisure_Hobby
#132:22286,Leisure_Hobby
#130:22304,Leisure_Hobby
#131:22300,Leisure_Hobby
#132:22287,Leisure_Hobby
#133:22279,Leisure_Hobby
#130:22305,Leisure_Hobby
#131:22301,Leisure_Hobby
#131:22302,Leisure_Hobby
#132:22289,Leisure_Hobby
#133:22281,Leisure_Hobby
#130:22307,Leisure_Hobby
#131:22303,Leisure_Hobby
#132:22290,Leisure_Hobby
#132:22291,Leisure_Hobby
#133:22283,Leisure_Hobby
#130:22309,Leisure_Hobby
#132:22292,Leisure_Hobby
#133:22284,Leisure_Hobby
#132:22293,Leisure_Hobby
#133:22285,Leisure_Hobby
#132:22294,Leisure_Hobby
#133:22286,Leisure_Hobby
#130:22312,Leisure_Hobby
#131:22308,Leisure_Hobby
#130:22313,Leisure_Hobby
#131:22309,Leisure_Hobby
#132:22296,Leisure_Hobby
#132:22297,Leisure_Hobby
#130:22315,Leisure_Hobby
#131:22311,Leisure_Hobby
#131:22312,Leisure_Hobby
#132:22299,Leisure_Hobby
#133:22291,Leisure_Hobby
#131:22313,Leisure_Hobby
#133:22292,Leisure_Hobby
#130:22318,Leisure_Hobby
#131:22314,Leisure_Hobby
#132:22301,Leisure_Hobby
#133:22293,Leisure_Hobby
#133:22295,Home
#132:22304,Everyday_Shopping
#132:22304,Work
#133:22296,Leisure_Hobby
#130:22322,Pick_Up_Drop_Off
#130:22322,Leisure_Hobby
#131:22318,Work
#132:22305,Pick_Up_Drop_Off
#133:22297,Pick_Up_Drop_Off
#130:22323,Home
#133:22519,Home
#133:22519,Work
#130:22545,Personal_Tasks_Errands
#131:22541,Pick_Up_Drop_Off
#132:22528,Personal_Tasks_Errands
#133:22520,Personal_Tasks_Errands
#133:22537,Home
#130:14473,Home
#131:14473,Other
#132:14472,Other
#130:14485,Leisure_Hobby
#131:14485,Other
#132:14587,Everyday_Shopping
#130:14589,Everyday_Shopping
#132:14588,Leisure_Hobby
#133:14588,Home
#131:14598,Work
#132:14601,Work
#133:14601,Work
#130:14603,Work
#131:14603,Home
#132:14602,Personal_Tasks_Errands
#133:14602,Other
#133:14606,Leisure_Hobby
#130:14608,Leisure_Hobby
#131:14608,Other
#132:14607,Everyday_Shopping
#133:14607,Everyday_Shopping
#130:14609,Everyday_Shopping
#132:14608,Everyday_Shopping
#130:14685,Everyday_Shopping
#131:14700,Other
#133:14700,Other
#133:14701,Everyday_Shopping
#131:14717,Other
#132:14716,Home
#132:14717,Other
#133:14717,Leisure_Hobby
#133:14717,Other
#133:14722,Work
#131:14724,Everyday_Shopping
#132:14724,Home
#131:14727,Leisure_Hobby
#131:14727,Everyday_Shopping
#133:14726,Everyday_Shopping
#131:14728,Everyday_Shopping
#130:14741,Work
#131:14741,Leisure_Hobby
#132:14740,Leisure_Hobby
#131:14782,Everyday_Shopping
#133:14782,Leisure_Hobby
#131:14798,Personal_Tasks_Errands
#130:14853,Other
#132:14852,Other
#132:14853,Home
#131:14881,Work
#132:14880,Leisure_Hobby
#133:14880,Leisure_Hobby
#130:14882,Personal_Tasks_Errands
#131:14882,Leisure_Hobby
#132:14881,Leisure_Hobby
#130:14883,Personal_Tasks_Errands
#132:14882,Leisure_Hobby
#133:14882,Leisure_Hobby
#130:14898,Leisure_Hobby
#130:14898,Other
#132:14897,Everyday_Shopping
#132:14905,Business_Trip
#133:14905,Work
#133:14905,Business_Trip
#132:14927,Work
#133:14935,Leisure_Hobby
#133:14969,Leisure_Hobby
#133:14972,Everyday_Shopping
#133:14972,Other
#131:14989,Pick_Up_Drop_Off
#133:15027,Work
#133:15027,Other
#130:15029,Home
#132:15062,Work
#132:15082,Work
#132:15082,Pick_Up_Drop_Off
#131:15091,Work
#133:15090,Leisure_Hobby
#131:15092,Pick_Up_Drop_Off
#131:15092,Leisure_Hobby
#131:15092,Everyday_Shopping
#133:15091,Everyday_Shopping
#133:15091,Pick_Up_Drop_Off
#133:15091,Leisure_Hobby
#132:15092,Pick_Up_Drop_Off
#132:15092,Leisure_Hobby
#132:15092,Everyday_Shopping
#133:15098,Personal_Tasks_Errands
#132:15099,Work
#133:15099,Leisure_Hobby
#131:15101,Work
#132:15140,Work
#133:15142,Work
#130:15160,Home
#130:15199,Home
#131:15199,Personal_Tasks_Errands
#133:15197,Home
#133:15211,Leisure_Hobby
#130:15214,Leisure_Hobby
#132:15245,Home
#131:15247,Work
#131:15248,Home
#133:15266,Personal_Tasks_Errands
#131:15278,Personal_Tasks_Errands
#130:15316,Work
#130:15316,Pick_Up_Drop_Off
#130:15341,Everyday_Shopping
#131:15341,Home
#131:15341,Pick_Up_Drop_Off
#130:15344,Pick_Up_Drop_Off
#131:15343,Pick_Up_Drop_Off
#133:15339,Personal_Tasks_Errands
#130:15347,Leisure_Hobby
#130:15347,Personal_Tasks_Errands
#131:15346,Personal_Tasks_Errands
#133:15342,Personal_Tasks_Errands
#132:15355,Pick_Up_Drop_Off
#131:15393,Work
#133:15394,Leisure_Hobby
#130:15401,Work
#131:15405,Home
#131:15411,Personal_Tasks_Errands
#131:15411,Leisure_Hobby
#132:15409,Work
#132:15415,Personal_Tasks_Errands
#132:15415,Business_Trip
#133:15426,Home
#133:15426,Work
#131:15435,Business_Trip
#132:15439,Work
#131:15481,Home
#133:15475,Work
#131:15482,Home
#133:15476,Home
#132:15484,Work
#132:15521,Work
#131:15529,Work
#133:15536,Work
#131:15686,Work
#132:15681,Other
#130:15707,Everyday_Shopping
#132:15700,Everyday_Shopping
#131:15706,Work
#131:15706,Home
#130:15709,Other
#132:15702,Work
#133:15698,Other
#131:15770,Leisure_Hobby
#132:15778,Everyday_Shopping
#132:15801,Leisure_Hobby
#133:15797,Leisure_Hobby
#132:15802,Leisure_Hobby
#133:15798,Home
#130:15810,Leisure_Hobby
#132:15803,Pick_Up_Drop_Off
#130:15811,Other
#133:15810,Other
#132:15858,Work
#133:15854,Work
#130:15866,Other
#131:15864,Leisure_Hobby
#132:15859,Home
#133:15855,Work
#130:15867,Work
#131:15865,Work
#132:15860,Work
#133:15856,Other
#130:15868,Home
#131:15866,Personal_Tasks_Errands
#132:15861,Home
#133:15939,Leisure_Hobby
#130:15952,Other
#133:15970,Everyday_Shopping
#130:15984,Home
#132:15995,Everyday_Shopping
#133:15991,Leisure_Hobby
#131:16001,Everyday_Shopping
#131:16001,Home
#133:16001,Leisure_Hobby
#133:16061,Work
#130:16073,Work
#133:16063,Other
#131:16073,Everyday_Shopping
#133:16064,Work
#132:16131,Other
#131:16391,Work
#132:16385,Work
#133:16381,Work
#130:16395,Leisure_Hobby
#131:16392,Home
#132:16386,Work
#133:16382,Home
#130:16396,Leisure_Hobby
#130:16396,Personal_Tasks_Errands
#131:16393,Home
#131:16393,Everyday_Shopping
#132:16387,Home
#132:16387,Everyday_Shopping
#130:16450,Work
#131:16447,Leisure_Hobby
#132:16441,Work
#133:16437,Home
#133:16440,Leisure_Hobby
#133:16440,Other
#130:16640,Leisure_Hobby
#132:16631,Leisure_Hobby
#130:16642,Leisure_Hobby
#130:16642,Home
#133:16692,Work
#130:16735,Work
#130:16795,Leisure_Hobby
#133:16842,Work
#130:16856,Work
#131:16853,Home
#131:16913,Work
#131:16913,Work
#132:16948,Work
#132:16948,Work
#132:16949,Home
#132:16949,Leisure_Hobby
#132:16949,Pick_Up_Drop_Off
#131:16956,Leisure_Hobby
#130:16960,Home
#130:16960,Work
#133:16948,Home
#130:16962,Work
#131:16959,Other
#131:16965,Work
#132:16959,Other
#132:17026,Home
#132:17082,Leisure_Hobby
#130:17092,Work
#133:17079,Work
#130:17093,Work
#131:17103,Work
#130:17107,Work
#132:17098,Work
#132:17098,Other
#133:17095,Home
#132:17151,Work
#130:17182,Work
#130:17254,Work
#131:17257,Home
#131:17257,Everyday_Shopping
#133:17364,Home
#130:17393,Home
#131:17390,Personal_Tasks_Errands
#132:17408,Personal_Tasks_Errands
#131:17427,Work
#132:17420,Home
#132:17420,Work
#132:17438,Work
#132:17438,Other
#133:17433,Work
#133:17433,Other
#130:17449,Other
#131:17446,Leisure_Hobby
#132:17439,Home
#133:17434,Work
#130:17450,Work
#131:17455,Home
#131:17565,Everyday_Shopping
#133:17553,Work
#133:17602,Work
#130:17622,Work
#131:17619,Other
#132:17612,Home
#133:17607,Work
#131:17620,Other
#132:17613,Other
#133:17608,Home
#130:17624,Everyday_Shopping
#132:17614,Everyday_Shopping
#133:17609,Everyday_Shopping
#130:17625,Everyday_Shopping
#130:17625,Pick_Up_Drop_Off
#131:17622,Pick_Up_Drop_Off
#131:17622,Everyday_Shopping
#132:17615,Leisure_Hobby
#130:17626,Leisure_Hobby
#131:17623,Work
#132:17616,Work
#130:17627,Work
#130:17628,Home
#131:17625,Work
#132:17619,Work
#133:17614,Home
#131:17627,Leisure_Hobby
#131:17627,Other
#132:17620,Work
#133:17615,Work
#131:17628,Home
#130:17632,Pick_Up_Drop_Off
#132:17622,Other
#133:17617,Work
#130:17633,Work
#132:17623,Home
#133:17618,Work
#130:17634,Work
#131:17631,Personal_Tasks_Errands
#132:17624,Home
#133:17619,Personal_Tasks_Errands
#131:17632,Work
#132:17625,Home
#133:17620,Work
#130:17636,Work
#131:17633,Home
#131:17633,Pick_Up_Drop_Off
#132:17626,Personal_Tasks_Errands
#132:17626,Leisure_Hobby
#131:17640,Work
#132:17633,Home
#131:17653,Work
#132:17646,Work
#133:17642,Home
#133:17642,Personal_Tasks_Errands
#133:17647,Work
#130:17722,Personal_Tasks_Errands
#130:17722,Pick_Up_Drop_Off
#133:17707,Other
#130:17740,Work
#133:17725,Work
#133:17725,Home
#132:17783,Home
#133:17830,Pick_Up_Drop_Off
#133:17830,Personal_Tasks_Errands
#133:17870,Work
#130:17886,Other
#131:17883,Home
#131:17883,Work
#132:17876,Work
#132:17876,Home
#133:17871,Work
#130:17887,Work
#130:17887,Home
#131:17884,Work
#132:17877,Work
#133:17872,Work
#133:17872,Home
#130:17888,Work
#130:17888,Home
#131:17885,Work
#131:17885,Personal_Tasks_Errands
#133:17873,Work
#133:17873,Home
#133:17873,Everyday_Shopping
#130:17914,Personal_Tasks_Errands
#132:17904,Personal_Tasks_Errands
#132:17904,Everyday_Shopping
#133:17899,Personal_Tasks_Errands
#133:17899,Pick_Up_Drop_Off
#133:17899,Everyday_Shopping
#133:17902,Home
#130:17918,Work
#131:17915,Other
#132:17908,Work
#132:17908,Leisure_Hobby
#133:17903,Home
#130:17920,Other
#130:17920,Leisure_Hobby
#131:17917,Home
#131:18007,Work
#131:18007,Personal_Tasks_Errands
#131:18007,Pick_Up_Drop_Off
#132:18000,Personal_Tasks_Errands
#131:18008,Leisure_Hobby
#133:18011,Personal_Tasks_Errands
#131:18058,Leisure_Hobby
#130:18063,Leisure_Hobby
#133:18048,Leisure_Hobby
#133:18078,Personal_Tasks_Errands
#131:18091,Work
#133:18079,Home
#130:18095,Everyday_Shopping
#132:18085,Home
#130:18096,Leisure_Hobby
#132:18086,Home
#132:18086,Leisure_Hobby
#132:18388,Personal_Tasks_Errands
#132:18388,Leisure_Hobby
#133:18383,Personal_Tasks_Errands
#133:18383,Leisure_Hobby
#131:18422,Home
#133:18411,Leisure_Hobby
#133:18415,Leisure_Hobby
#131:18428,Home
#130:18554,Other
#133:18539,Work
#131:18594,Home
#131:18603,Home
#131:18603,Work
#130:18609,Work
#131:18633,Work
#131:18643,Work
#130:18706,Work
#131:18703,Work
#132:18696,Other
#131:18719,Home
#131:18897,Personal_Tasks_Errands
#132:18890,Personal_Tasks_Errands
#132:18890,Work
#132:18902,Everyday_Shopping
#133:18897,Home
#130:18913,Everyday_Shopping
#131:18910,Work
#132:18903,Everyday_Shopping
#132:18903,Pick_Up_Drop_Off
#133:18907,Work
#132:18959,Work
#132:18963,Everyday_Shopping
#133:18957,Pick_Up_Drop_Off
#130:18974,Work
#131:18971,Everyday_Shopping
#132:18964,Home
#133:18959,Work
#132:18966,Everyday_Shopping
#130:18977,Work
#131:18974,Work
#133:18961,Everyday_Shopping
#130:18978,Home
#131:18975,Other
#130:18979,Pick_Up_Drop_Off
#132:18970,Work
#133:18965,Everyday_Shopping
#130:18982,Work
#133:18966,Everyday_Shopping
#133:18966,Home
#130:18984,Work
#132:18974,Pick_Up_Drop_Off
#133:18969,Work
#132:18976,Personal_Tasks_Errands
#132:19017,Personal_Tasks_Errands
#131:19032,Home
#132:19025,Work
#133:19019,Work
#130:19102,Home
#130:19102,Work
#132:19104,Home
#130:19115,Home
#133:19110,Work
#130:19127,Home
#130:19127,Pick_Up_Drop_Off
#130:19149,Leisure_Hobby
#133:19157,Leisure_Hobby
#130:19236,Home
#131:19233,Personal_Tasks_Errands
#132:19226,Home
#132:19250,Personal_Tasks_Errands
#133:19298,Leisure_Hobby
#130:19315,Work
#130:19336,Work
#132:19342,Work
#130:19362,Everyday_Shopping
#130:19362,Other
#130:19371,Home
#132:19361,Work
#132:19361,Pick_Up_Drop_Off
#133:19356,Work
#131:19371,Home
#132:19364,Home
#131:19376,Personal_Tasks_Errands
#131:19376,Personal_Tasks_Errands
#131:19377,Work
#133:19395,Pick_Up_Drop_Off
#132:19403,Work
#130:19414,Work
#133:19399,Home
#133:19399,Everyday_Shopping
#130:19422,Home
#132:19413,Home
#132:19413,Personal_Tasks_Errands
#132:19413,Pick_Up_Drop_Off
#133:19481,Work
#130:19499,Pick_Up_Drop_Off
#133:19498,Home
#133:19498,Work
#131:19578,Leisure_Hobby
#131:19578,Leisure_Hobby
#131:19578,Leisure_Hobby
#131:19578,Leisure_Hobby
#133:19569,Other
#130:19587,Everyday_Shopping
#130:19587,Other
#132:19577,Home
#131:19597,Everyday_Shopping
#133:19605,Work
#131:19622,Work
#132:19620,Work
#132:19625,Personal_Tasks_Errands
#132:19625,Leisure_Hobby
#133:19618,Work
#133:19624,Pick_Up_Drop_Off
#130:19642,Pick_Up_Drop_Off
#131:19639,Pick_Up_Drop_Off
#132:19632,Pick_Up_Drop_Off
#131:19640,Pick_Up_Drop_Off
#131:19643,Leisure_Hobby
#132:19647,Work
#133:19640,Other
#131:19655,Work
#131:19719,Other
#131:19719,Home
#132:19726,Pick_Up_Drop_Off
#131:19734,Leisure_Hobby
#132:19727,Leisure_Hobby
#133:19720,Personal_Tasks_Errands
#133:19720,Leisure_Hobby
#130:19738,Personal_Tasks_Errands
#131:19735,Everyday_Shopping
#132:19728,Leisure_Hobby
#130:19740,Home
#131:19737,Pick_Up_Drop_Off
#131:19737,Work
#130:19741,Personal_Tasks_Errands
#132:19731,Personal_Tasks_Errands
#130:19742,Work
#132:19736,Pick_Up_Drop_Off
#132:19775,Pick_Up_Drop_Off
#131:19783,Work
#131:19814,Home
#131:19814,Work
#133:19800,Pick_Up_Drop_Off
#133:19800,Home
#133:19811,Work
#130:19829,Home
#132:19819,Work
#133:19812,Work
#130:19830,Other
#131:19827,Leisure_Hobby
#130:19832,Everyday_Shopping
#130:19832,Home
#132:19828,Work
#132:19828,Pick_Up_Drop_Off
#133:19823,Everyday_Shopping
#131:19838,Other
#130:19847,Home
#130:19873,Home
#130:19873,Work
#130:19912,Work
#131:19909,Work
#132:19907,Home
#132:19907,Work
#130:19935,Work
#132:19924,Home
#133:19917,Pick_Up_Drop_Off
#133:19979,Leisure_Hobby
#130:19998,Leisure_Hobby
#131:19995,Work
#131:19997,Leisure_Hobby
#131:20008,Home
#132:20000,Work
#133:19993,Other
#130:20012,Work
#131:20009,Leisure_Hobby
#132:20001,Home
#133:19994,Leisure_Hobby
#133:19994,Work
#131:20012,Work
#131:20040,Work
#133:20033,Pick_Up_Drop_Off
#130:20052,Pick_Up_Drop_Off
#131:20049,Work
#133:20035,Work
#131:20054,Work
#132:20047,Home
#132:20047,Work
#132:20047,Work
#131:20056,Home
#131:20056,Work
#132:20048,Work
#132:20051,Business_Trip
#132:20052,Work
#133:20049,Home
#130:20068,Work
#133:20050,Home
#133:20064,Business_Trip
#130:20083,Business_Trip
#131:20080,Personal_Tasks_Errands
#132:20072,Personal_Tasks_Errands
#130:20084,Work
#131:20081,Personal_Tasks_Errands
#130:20090,Everyday_Shopping
#130:20090,Personal_Tasks_Errands
#131:20098,Everyday_Shopping
#131:20113,Work
#132:20105,Work
#133:20098,Home
#130:20117,Work
#133:20099,Home
#130:20118,Everyday_Shopping
#131:20115,Everyday_Shopping
#132:20107,Work
#133:20100,Work
#131:20116,Everyday_Shopping
#132:20108,Everyday_Shopping
#133:20105,Work
#132:20127,Pick_Up_Drop_Off
#133:20121,Personal_Tasks_Errands
#130:20142,Pick_Up_Drop_Off
#132:20131,Personal_Tasks_Errands
#133:20165,Work
#133:20165,Work
#130:20186,Home
#130:20186,Pick_Up_Drop_Off
#130:20186,Personal_Tasks_Errands
#133:20167,Home
#130:20189,Home
#131:20185,Home
#131:20185,Work
#131:20185,Work
#130:20191,Work
#133:20170,Work
#131:20189,Home
#131:20197,Home
#133:20197,Personal_Tasks_Errands
#132:20205,Leisure_Hobby
#130:20220,Leisure_Hobby
#131:20216,Work
#133:20199,Work
#130:20222,Work
#130:20247,Home
#130:20247,Work
#133:20230,Personal_Tasks_Errands
#130:20252,Home
#133:20238,Personal_Tasks_Errands
#133:20238,Leisure_Hobby
#132:20246,Personal_Tasks_Errands
#133:20250,Pick_Up_Drop_Off
#130:20274,Personal_Tasks_Errands
#133:20254,Leisure_Hobby
#130:20276,Other
#131:20272,Leisure_Hobby
#132:20262,Personal_Tasks_Errands
#133:20255,Leisure_Hobby
#130:20277,Everyday_Shopping
#131:20273,Personal_Tasks_Errands
#130:20278,Leisure_Hobby
#132:20264,Personal_Tasks_Errands
#133:20257,Leisure_Hobby
#132:20390,Home
#132:20390,Personal_Tasks_Errands
#130:20419,Work
#131:20415,Home
#133:20441,Work
#131:20487,Everyday_Shopping
#132:20477,Everyday_Shopping
#130:20495,Home
#131:20494,Leisure_Hobby
#131:20494,Other
#133:20493,Everyday_Shopping
#130:20515,Everyday_Shopping
#131:20511,Home
#131:20542,Other
#133:20537,Personal_Tasks_Errands
#132:20546,Other
#133:20610,Leisure_Hobby
#133:20611,Personal_Tasks_Errands
#133:20671,Leisure_Hobby
#132:20681,Home
#133:20695,Home
#133:20695,Pick_Up_Drop_Off
#130:20717,Everyday_Shopping
#131:20713,Leisure_Hobby
#133:20696,Leisure_Hobby
#133:20696,Pick_Up_Drop_Off
#130:20722,Leisure_Hobby
#132:20708,Home
#131:20719,Leisure_Hobby
#131:20720,Everyday_Shopping
#133:20703,Home
#131:20721,Pick_Up_Drop_Off
#131:20721,Everyday_Shopping
#131:20721,Personal_Tasks_Errands
#132:20711,Home
#131:20722,Personal_Tasks_Errands
#131:20803,Personal_Tasks_Errands
#132:20794,Personal_Tasks_Errands
#133:20787,Personal_Tasks_Errands
#130:20809,Work
#130:20809,Pick_Up_Drop_Off
#131:20805,Pick_Up_Drop_Off
#131:20805,Personal_Tasks_Errands
#132:20795,Pick_Up_Drop_Off
#132:20795,Personal_Tasks_Errands
#133:20788,Everyday_Shopping
#133:20825,Everyday_Shopping
#133:20852,Home
#133:20852,Everyday_Shopping
#131:20870,Home
#131:20870,Work
#132:20860,Home
#132:20860,Everyday_Shopping
#133:20853,Home
#133:20853,Everyday_Shopping
#131:20871,Home
#131:20871,Pick_Up_Drop_Off
#132:20888,Pick_Up_Drop_Off
#130:20903,Personal_Tasks_Errands
#131:20899,Personal_Tasks_Errands
#130:20906,Pick_Up_Drop_Off
#132:20892,Pick_Up_Drop_Off
#131:20903,Leisure_Hobby
#132:20899,Personal_Tasks_Errands
#131:20910,Personal_Tasks_Errands
#133:20893,Personal_Tasks_Errands
#130:20915,Everyday_Shopping
#132:20904,Pick_Up_Drop_Off
#132:20904,Other
#130:20919,Everyday_Shopping
#132:20905,Everyday_Shopping
#131:20916,Everyday_Shopping
#133:20899,Leisure_Hobby
#132:20910,Home
#133:20935,Personal_Tasks_Errands
#130:20957,Leisure_Hobby
#131:20953,Work
#131:20953,Personal_Tasks_Errands
#132:20943,Work
#130:20979,Work
#130:20980,Personal_Tasks_Errands
#131:20977,Personal_Tasks_Errands
#132:20967,Work
#132:20967,Pick_Up_Drop_Off
#132:20970,Work
#132:20970,Pick_Up_Drop_Off
#133:20963,Other
#131:20982,Other
#131:20984,Work
#131:20984,Pick_Up_Drop_Off
#132:20976,Work
#132:20976,Pick_Up_Drop_Off
#133:20972,Personal_Tasks_Errands
#130:20993,Work
#130:20993,Home
#132:20981,Personal_Tasks_Errands
#130:20997,Everyday_Shopping
#132:20983,Leisure_Hobby
#132:20983,Pick_Up_Drop_Off
#130:21006,Business_Trip
#130:21007,Business_Trip
