userid,fit,prod,enjoy
vmcpjPO8o3NhnCGzxIvi6fWxWDw1,91,50,70
vtQXDHnZxcb94BGRyyiDUIyq2dy2,21,35,70
vxMuWC3WhgYdfVJep4XO2I7bXY42,41,92,20
w8i6LlkDn9QlsUBe7r0sClTf46q2,79,25,75
wBuxsetkvTakQf8rozA1iBt3XcK2,30,20,70
wFv3z4vyi0f1KYy04Z09rvAjLKn1,100,5,41
wH72gcmS6PW8CV81gaOrqtOtiso1,24,65,79
wV34GwVOePYpdRAGyfToolWKIWs1,84,36,75
wgPAgTPhIGR5qkEb41F70FiUrX13,50,50,50
wlvcAKRlCJhFqGUfRJ8RsGLyk4y2,78,17,71
wpBrtryTMINzeCoraMDkChDvIFj2,100,50,50
x3XINnolEVZPks9YwlBq3eLjnpy1,50,40,60
xb1vKN9WVgURLmSDMf8emwFEW9y2,95,84,68
xdqOUhP8JDONwWP7guKlc8DtnjI2,50,50,50
xs9eSwJg5Hgedex94fAVnmEUEoC2,70,10,80
xv20N8LbppfaLyaScA7bQIl7PAf2,85,70,50
xzzIN2I7QQWstSxauvU3cUXScGV2,50,70,65
yB1vmuc2FdgsjVH29mjxB3b7EFx1,50,69,76
ySIbFN0chwOU0wElpDkM0e7LHwI2,73,73,81
ydHplUGIlJdBLiFKIo6EZQcUJFY2,50,7,50
yeWqSosFdBdKD0VMlFI121gqyhi2,72,20,77
yjioJaWOiicUXA8gmvajUvQKyVp2,50,75,83
yu6KgcdhI6gz0HUONAs2u1dWfeD3,85,100,50
yy3mTTVmWoQUVKOEdaZgInDWn1s1,75,90,51
z4u8mPsJMCgRKoZbvfii2B7PNj52,30,70,80
zlu87UBAeuTdBYtGetledGy2FVb2,83,35,48
zv1A2aLYw2NuKZ3iGEBjahuSRPz1,65,10,85
zw7lI69Wt7O0T3qPDwkicqy1Mbt1,50,50,50
0dsSjt41UsWorkEG8xG2Ar3vgD92,100,50,100
0yYMYNouxlN4IiwRyteJnqTKSBx1,100,10,30
10lndwGjoChLAe5uXoNK4AjQY6m2,50,50,50
1TJiTkm2XtaJE0ApoOwRQpWzVmJ3,50,50,50
1sN4Fx4vabPZcUu9tFQdcbaYXq73,86,0,78
2HITBQiFTeg52AeVOG4Yf3oY3e92,48,50,50
2Vd7RMN0k1gu1T7Ti0nlv5BdjEC2,50,50,50
2iRmts2fOtRBLuROObrwMSt60sn1,90,10,50
35e99Q4FVFfNhLcybksf6C0yUrU2,50,50,50
36AGZSRiT4gwk8quBKBzEG3aLmp1,74,21,73
3IGi43rkRlPxxsQqh6JX0KHY6PM2,0,0,61
3jTnWYgrzlY7DjVpu4gTLqCqbLG2,50,50,50
3opLgXZlxcTAvONkCYT001AoFhb2,50,0,49
3pMOmHT8nme5L3WpsM202sMPhlv1,68,71,71
3yL1qzqmbeNPIcUqppv1abkPsTn1,100,15,75
4DCqKFacG4Ubi55rRqcNjpVZBZj1,50,0,50
4EMLQgzi2HeSjB1UrptbGf9SuDk1,57,30,72
4cl2vBvHuygbMwDmDvpWNL3Fbsh1,76,0,50
4xdhg75rDBftCkWKCRvAWpuKQWH2,52,16,75
5SoSZdr27cSynpi34YaL10HFhSD3,50,50,50
5mI2PzpATMShgU8mNv25W1C67uQ2,72,20,100
5mRrJ0RIjpajGSxnAG5wwcIrPX42,50,70,70
5tjqduCERTWdf0ixY5b5qQKGGnN2,91,8,96
69WA7tBtruauMrMWVttPoWumKEL2,37,0,67
6Aeg3D2rpMcCqumib8ko4MbfL193,50,50,50
6Cs5Zn5f5cYk1TkzspvrDGzEgYU2,15,0,50
6SU4lNKGPNXTsIaOqYXOyq3A9MY2,70,25,80
6bEemAezX0h45bD5MYP3eesforj1,40,30,86
6mtZkJeagTOQnHlg57pEPazBVOj1,50,50,50
6qfHarvXGLMTy7ttNeNyclF2kDs1,80,0,100
6z5QLuPvRCP5GkWJN4EFE8uZUq02,50,25,70
70JJjCbgDUfnCqx0TQhRiZi1t973,83,30,77
8A1OGuxrTkb73Y5roolo7fWLx7E2,50,50,50
8Bno3msqSaOs5ZCGTS3gszoqfky2,65,25,100
8MzHMAz30GfzThlYFHMUyCc8Tfo2,100,0,100
8UFLstWWvneQ72Wkvol6RZSVO2X2,25,20,83
8YQxDslhc9Q0cHblEH0bNo8M7Jg2,50,11,60
8iu3OzZ9rdMLKns9GANW4l4Q6GW2,76,15,72
92XFqQyeCrXbX5dI4z1mKIokZdq2,80,25,55
9LNGlQQNULezET2VcY4tdMcYEz52,100,10,100
9O18jHmAccSGC3cGX8WkgQiKxWq1,70,10,50
9R5MZs6EJGaY60q3YpnquxuynDZ2,100,15,100
9jKIrdVoMphLFPYOYklC4zHp8a63,100,0,50
9nM4hRGTcGgMcWhmQiyrfcpyBC32,73,0,50
A77DRkArDMgwWOMzSKcQL0LCTgo2,96,2,62
A8nHnmcjTIQc1bqKDLTFM7EtjW93,100,50,70
AHd8VUrpeEPyiyi9TtqbuP9eNrn1,60,70,40
ARpz9zDKacbOcxxxCwHRryzl2Yw1,98,10,90
AnSWumCo3fejKZCsN6qYJNSWaJf1,100,100,50
BUWLFXZdGQNAwH9NuJ4HkzZsY152,100,94,91
BZO4CuZzzWhwTBAvvzGsdEOLi373,60,30,60
BahtfZ9O5agbf8rfn5gZAoxpTcU2,100,0,100
BuEgz7pJepcLxTEq8QaZkJ2llow2,70,0,65
BwNiLJgiJkf2Yd95DBwf1mtFFp32,94,0,79
CMLd0DGnATM9kuwjXa4hsN9toTg1,45,45,10
CT7Ashn1HkOc1sUL3Kr7EO0mKP13,90,10,90
CVD7nk5gncae4COpRyXVABbWVEh1,100,17,52
Ctz4wFn8rtUqDPwMexnbV7RcPvn2,100,0,100
CyYdmEm0pkWt8SpeXAhzLSHlQwT2,85,20,75
DL41noia6CfHDPsjl6ZbLbb1XT22,90,50,90
DNtkz7BpDdVhFCm9pKQ4zDyGiUO2,85,85,20
DRzOjJOtwUbosUtXgeBQrglm9GU2,75,0,75
DZAF3svzG0V4nKuUbnNlmtqO3ip1,70,71,80
DkCKcNVuJseDeCd7bQzH54pJoRd2,50,50,50
DpwcXC8zdjQoLObqzbsbwjVrTYv1,10,20,80
DqAMgRS5pMWKTdfddtBY6r73Lxt2,74,18,50
E4NOJ16rFGOyW13ViIAEq0NRDyB3,50,50,83
EZICAIfK54VcjtUahSSTQo7XhuA2,100,0,100
EafnAljTgphZDZ4qepAXxdciR5r1,50,20,70
FH2b0biO6dSopMhf9anPNIDefmE2,75,0,50
FZc2jnUMSMd9EbJ2o8itXd56qVp2,75,0,75
FtHvvQx4sUOSKBVMTLyMCbPwaLi1,65,30,75
GVHXZXo0R2VFOhkzgao11sHIrKg2,12,50,30
GxZtbr86UJNZNpIYINCTlAZpTn43,94,0,74
H972CAqabYU9exfPyXFFhnKnFk82,72,0,70
H9WeDj3Mutar53ywcsn2OHXXySA3,90,25,70
HUf4TszecVaJm9ziwAZiSUh5MDu1,45,10,45
HifhdpXy9rWhF4ZRtpt8xcQX31n1,71,50,83
HwdkUupFQEWjOQo6EIc033a7qxH2,34,50,82
I0HfReFLWcVB6I1LlLfT8MlEpZu1,80,80,60
IMq1zcin2IYWnjzQl3kfbRyZmeZ2,100,50,75
IcbB4dQHJERAxFy222x9sm0tNnl2,100,0,100
IxLA3ikUVHYRaDywMhDWKBEK9i23,50,5,50
JA33djTESBYBynqN9phJnucLObt2,70,5,25
JURxYImWB5UHDPiE2tPD8eeOZgb2,80,0,70
K0eQeThLEgTpMgfX2IpbhaJ5fNt1,50,50,50
KNM9SghTd0bLyp3yvN0j5sqRt8l2,25,50,100
KTcfNQcMOsRf9tEyDxATxR1Ecxu2,75,25,75
L5qLThm41VNABiQX3jZzyjXiApt1,40,70,70
L9F2HC7ussP5yuG6X1xKSUEftcI2,33,50,80
LFsvWJ2mBUXqElJS9Pc4JUstsXJ3,80,0,80
LNytNVCOibM7q7rVeBnKRShntfx2,100,0,75
LVD5L8A2AUVuMm9Bwc2xY77zMhH2,100,50,100
LdcLiz93vxMRrPz3BnS1BMcGQX72,19,52,80
M2tsgrwaObcJsG3Bev53tARV0iI2,65,25,45
M5KxSfiCBtfkkqcTVqDmXYCm3y93,100,50,75
MCKEdw8z86TXICEO3LuADhMu5zz2,50,50,50
MJSJCD11VtNSHPU6mYx3fNTves53,70,0,50
MQfsOk29nSMUNfSE0YL8TaVDO443,61,60,40
MWC1AyEHRzceXFLm5EoVBqcTESU2,74,12,76
MWEGbMLI8rYmI9AQhrE3ZDaOEEi2,50,50,75
MtLoJaEmc3TyOUrnEyc19UVCo1m2,50,50,72
N61ZbDljvVSWNECFjHvjDaUjDAL2,62,50,50
NGlBVwVsEbRqQ21tBBrrAtBPsBK2,75,10,75
NKi6kOUIXTMnUnyrSt1j8FDjeCQ2,100,0,100
NVN9h6OwhkQL2kE78Nk1kiDDNC13,50,50,50
NfJtT80QoMZJGWUQuDvVSN6nA9v1,60,60,30
NgSPXBKCDeViqrhOHfyagOY02qD2,100,0,59
NyFo26jRRBRb49gJUX4yzrj63H42,75,0,50
NziV9pYWZjPnBwC48Am7fAOwNEp1,70,10,20
O1ibuVr1gpUtmtYKDf69QA7blOk2,50,25,75
ORzHTlL5JvNtIN5xWw5guKXQB9h1,50,100,72
Op9WwDSRzQghxJRjfI6v3JFoqD03,50,50,50
P3y6fDRKUARkViZAT10jwf68aDA3,100,20,100
PW1bw0mFw6eiLogHiqRga5W6rM03,76,68,76
PgTE4pobLRN8xnavXNR7PDL1I2q2,50,50,50
Ph8gskVrvXZrUkBFAnQfguWaAZ72,84,17,93
PiIGOyE8npZij9ldLX0vp8KfdEa2,80,64,50
PvAqJDoXqGfqg1Z38w9GRvvA55H2,80,19,90
Q10tTXiQA3XYIsur69IP3GBmXh63,80,15,80
Q7cfNCow1lVhHtKUijzYJKR8lIx1,75,10,80
Q7jNtFFkJTQsZOM9Zm7AHZTIqFn2,50,50,50
Q86qsFfoTTXP40GloWTVJVFZ6T12,71,10,81
QNE7TXwQpgck6hR7HIQFezGGB7H3,75,20,90
QZe9lpzQpyUEfrFJOSqNAfbTXhI3,100,0,0
QbauS2AKADRH1lYHOpVJIUN6lve2,68,39,68
QuMuXyfaDSXTTiMuEzXgPINQ8UU2,0,90,90
Qvz4tcNZK8PjhatIlttG8ksOzd03,100,0,100
QyxlUGqd8EdnloXIrN4ulA2c06A3,0,9,41
RoQMtDGTPMSlim7xSIJZ5CGetan2,10,0,85
S73NgAhf55MncRAt4JfB2H4Qocu2,50,50,50
S87MgUL6F9N0DQ3ESQQoyPZCLxq2,88,82,75
S9edRR5JL3ODA394g0uAQJbJlT62,94,10,69
S9iuAzKRTIRGuFJwhgYPutlcxmx2,90,15,70
SJsxpAsXWJaLjiOn78UGEm1yPNv2,50,50,50
SKJOH2wHYsWjbidzlD0bcHiK47L2,100,100,50
Sbodnmc0hEZVREfQ5UoOuUALitH3,100,0,50
SjYkD3wmfufLdWuEaMSgybZkYPc2,75,70,30
StAkeMW2shdQm34Xm2v8IYIRNRh2,86,50,82
T890vDwBpdedghH4qKQfy9FkZbm1,80,0,90
TC4zXZgiipSGbLxFn7GUmexQUxL2,75,91,50
TN5liAlE3gMLlq2OqGZ3uhidH4r2,81,19,74
TR9PMRG5CncMG5fhcLVaSCBN9Sh2,5,5,76
TRGBPHD9JFTH3LFBGTczCZWdJ1h2,72,17,87
TSIpRAZgmVWx6wTwjjFCO0yosup1,91,50,50
Ta0xEKwDmmY6pLmY3DJEZ2UzwnC2,81,0,70
ULmVB9xsC3NTX03eEgil217gqgv1,100,70,30
UVneLKYNmIO6HhPUTeVgoZcu3vU2,75,30,0
Us0eANxpe8Wb3osItAxoLsmEkj53,0,0,0
V8MqRhy1qpb944bPgrkVzPvKSIz1,59,10,83
VCaRkU15ZfUFSJJ6csMwlo8DsWi1,50,36,30
VNXgf7yMrmTP4pF5HvRvs6cApOT2,50,40,99
W4VzNenC2OUYPowJyP3vcTkaj603,50,50,50
WFCRxrWdSOQeIGL8CqHRMlWr1M92,100,0,50
WklXG5Y7QEZCi2FYdCtOOPYsTL23,70,80,25
XLoKo9vwKydI2upQN6cXjYQj3GP2,67,50,100
XiaBMmrkaYX5EVuzCaSM1AJP88d2,50,50,50
YWFvxhp9FaOhRmC9LZLiPZABxRS2,50,0,100
YYk66LyNMvguG1OwAsiQFLXOqXM2,96,25,75
YoAOxz50RSaYQUjjDKYRSFbAUOf1,80,11,100
Z1rhbCJ8FoTvgcjQba0O1cJbPgF3,50,50,50
Z5iUeVdT2zQyewvkGnlQuAYd56R2,100,50,50
ZCQdrPTnaIdzwV3DZh49TJJaA9r2,75,10,50
ZDgwj8zDdcQ4mTD0Ez1OgqTek9H3,100,0,60
ZSmkYrF7Eoe9btmR43mZUVTWqR53,81,21,81
ZT1r49PIW4S8bSEo8M4eiZhKIlR2,76,25,100
a8kFRySRcibZDo4m22lsPiOEYAI3,90,10,50
aq2qRZjPdOahtHbw5xB0lwB42o72,85,0,50
bAmdL4HmP7VZ2mVnbLF3u1G0m692,50,50,80
bCP7wmtnmWWJoXJ0yBfOxW3hqnH2,81,75,76
bFHNtHYeYHPu6wI3h2hYj98lB393,50,50,50
bTZWarRUUAUk4V7WNgSNbLZqXll1,50,50,50
bW2z6t9WoKd3STyVSad4Tbl2LTr2,81,60,41
bftPoYUxBbXgP2P8xBZmSACzoKj2,50,50,50
bgnTXIF4syYQWgfCRVqJLhEpdIL2,50,0,98
buYRvFBUGeNMZb3fXqiOo2vZ3ei1,100,0,60
c8MFk5S4XbMoCHQ7Ooze5lwh7qh2,80,0,70
c8gzb3F9D7hIpxcjjEgf02sWR6A3,50,50,80
cB8doE9mwHOhsbi2fQvaHQsLBIZ2,50,50,50
cJahLTmKnLURGqWsACxXxadl8Nq2,100,25,80
cbCYOkpPu6fcr2sLsxoQdZ4Lf7L2,50,50,50
cpug859EVJUXGmHdzC0ciOGExNl2,70,10,70
d1UGCyh4xGQ7hHGqoECk1T9Ze6p1,20,0,80
d1WGFJhaaPfAq3MKOsMOhL52mf02,0,19,50
dKwzfbbZvZXEIS72TRbAMyvpdiv1,50,50,70
dReWK109s3VjwGLDaApZMJQzhI02,100,0,80
dUbNDC8GzpMAVfcYwMd5OklgN5J3,93,36,77
ddbUtRG2QAYMnNQ3nubd3JDJpFm2,71,29,79
eH4MCuMObnZQHCcgUOuVhSJ3nCX2,95,50,97
eIwtV3FXILbnUq8O791TBGHLv3N2,22,10,85
eXZdYNKtYEcOqXkP3biBg7DuTcv1,50,75,50
exSsYizQ7QdiMuKU1FqMRxZZ01w1,80,20,100
f0Xhh7lb89THw5OpYJlZIMjfQPi2,80,59,48
fJrb1qwwqscOjKDPorrPDSGntRN2,71,4,71
fh8E03uVtRQnQxwFi3rnQlCNnO82,50,76,83
fuuAPzp7LSf5tTMuY3U77U2lK5C2,72,0,71
fyXO8laP1FUjQixnS0yQo4U6Chx2,60,30,70
gjspXsFye1Yi6x4rKO09CUgapa13,0,80,90
gnjnRxqisAckbfTDkwUcC3wftQn1,50,25,100
h13YWhgtWsgdoludQRdYALDyzvo2,70,17,50
hIwB7D8QesMJ9qonuszzyHhx9eX2,100,21,100
hSiYk69UYshkl0f7mtS9dmldUcm1,69,0,50
hgzsPR2YKzRqmwMA8sgvZJaxU5N2,81,0,100
hjRwneRDNCa6vBCFEosXpm1yl2l2,50,100,15
iVuGpHSuNeP2ZeeEZ5jgXM5MSZ03,82,2,50
id91sEinAMU7s3zRghnYlD3xkt93,80,20,80
iiWFMDtc3GbW2IvoYoT1EvFgIIg2,86,28,81
ir1xnbqSWiULVzcCXDMNEnVRJiA2,50,0,75
ix8Y2YQKsIOLaoLrUTYRtCVc8aX2,100,0,73
jJgZOm7WTzQShjeaQmPPcENpYyB2,50,0,50
jShPgyn3HWMfK8zp1HNpEwhWKdB2,80,50,80
jlzLkFSkmQYCCUJDB325La3RAth2,80,0,25
k67mDBLjHxa2hM7jyQVdAkWALuA2,100,0,100
kDxFoxaIg1MacFzdVkwGmi5gvWi1,50,0,100
kO3NTOygkWW5Tr58iC73qChWv423,100,0,100
kSzcVFIB3TXFC3CXNPSUj9rXGyw2,50,19,82
ki5NsZ2JZXZ1gODo6WtNx0mNzer2,100,0,30
kmKIMzkfPsadhdUvHJiHBWyBrci1,50,64,22
kq4c0PICpbPOtej9cBXAQw7V3tG3,65,75,70
kvgt9NWbJbe70AlOr986r4kZfXd2,75,50,20
kzoWERtHYvgj9X42yft9F7y8yr03,79,18,70
l8OciXmAhFNgVp6iKfp2mMR9MWk1,81,3,71
lGgTe0TMhogWe4ffskwH9GdT4D83,60,70,80
lNSZSeXNESfbk4MpYqToOhmiYoz1,85,12,100
lYIk1yVCbnSRNKtWmMshXkZn2AI2,50,0,50
lZXjFic2EoSaLD4GscnQYB8qK3y1,100,0,50
ldSycZHBuzafsjWCWFzOCGWmFpm2,58,32,36
lqdOavZSRiXkXrjhqWZB5Ic1P4l1,76,0,0
mGYQloGAW4Pl0iOQ9f31NRr2zy63,50,0,100
mKGU2rUHFBVUJE1px6gT2VE9M762,73,0,73
mPzHZpF0mOXL2LO62uVIzscbgT73,50,80,20
msd1hhnE3rMjP5NCdCIwCnoPuwn1,51,11,82
nCe25DAX7mQhwVFADjeTIdVK4VF2,100,50,25
nEBeW24oWmaJBW9q68CuZaYWAb02,43,28,65
nJzBYGQIPPW1VA4L4WJSwHTMK2n1,100,0,72
nQuTtH3o0cP5umaoiwbcxH4E6Kj2,34,50,63
nivdxAj69ya54X7Sr92VM7hrDQE2,80,30,80
o0fKIIkmjAd0Dc3kelRb9bRYVKy2,50,82,17
o8yuC2a4UaWjklxw9EE9zNUQMTu2,80,0,80
oDE0ADtsbXWHEMk4VmPorMXQJHm1,100,0,79
oOsXPIyyybOd7IabLYsH5z6vHUs1,76,0,81
oVpSg0PPqAhJPZE8ReTzw4r3jJ73,50,50,93
ootuQregK2Swu4C0Mb0TcsE8hl32,50,50,50
ovXeDjymQ6gxrCbQTid8igy9OsZ2,50,50,50
pA03RADek0YM0kgwTI6kSbrdGXv1,50,2,98
pSKkaA2aUrcoEs4WbWZTyPz29Cp2,50,0,50
pWOPVnL15EP8TSiDT0u6WIWIk4N2,50,0,50
pzx5PyhuzqRp1PfKSbrD0wd2Mgd2,75,10,50
q7yU150ZqDYHeGYGfat2XNCt5lC3,93,78,91
q9bFLmDjNvTqOYO1KHSA55ElyEZ2,50,50,50
qA4nKABHZXQA1AYjJqgtctN49pt2,100,0,100
qETWdHPMv9ZarNFhlx2KmKGk6ph1,90,50,90
qTQBECrNtLYK8Cl4Ab6aRIffnPC2,71,26,80
qWf859zpJ2fo5sXrMzbREg9t1qj2,100,60,80
qfxhjtgGc3g8jEU9qzkfCo3KR1i2,100,0,100
qpL8wwrNOCOZNheDEOmTGwTNa3q2,100,0,100
qypRwPsIwGfwW5yWDBCqYSIw4Zk2,75,50,75
rEqckJG3zFR6dV41dfCd9yu5Wrv1,80,81,83
rNym072wbnd1YOTrmZhmQASQ72J3,50,50,50
rd7qx5nXYaOpR3GeZYppPcSMUdO2,75,0,75
rqh1bLKbwgdikFcRMnlcZObL0on1,100,0,50
s9f5J80yIlY4acHprBH3LieQvLz1,90,100,100
sDOKcHVwPweNgHdUbocfr9glzy52,50,0,80
sTj2KcBJk3QXqOuR6xdav93p7MO2,71,8,30
sWwIIScEELPos0bgH0xQsc6QIWw1,100,0,100
tDHw30kCPifCovI8DHiDbftXn4E3,83,0,50
tFzaQQJfmvPK0pZl27SvAoi8wea2,70,0,70
tIV3udHWQbfznIOV9RmmnFfJQkN2,35,33,33
tNIeQmYguvQ2NOVjb9GXJXVoZBw1,100,0,50
tTqZ3HKAL6Sj1FJUGzNC4WCWLeX2,87,0,76
tVEo2qt0bsPwVuMviXZ0xXMAHlX2,100,50,80
tbBqW0VsP1Py2xHyDZjUnhdSWo53,71,24,100
tlSTezDwSBfB767DK7ZKgbWbcUd2,50,50,50
tp0p1t5zZSfHI1jNkIVmVHHfwpW2,60,20,70
tyhS16eGMvN2lrkDS928ViRF0tP2,-1,-1,-1
uIJ4I3VQ6XMvdnLTxqU3njxMmyH3,76,100,30
uIzBVEm1VSVL78bkQlmfI2ZLJqJ3,40,10,89
uQSTJWB2MXbAC7118Ned8lF3iQM2,81,0,90
uVxignKDx0gQ1ZDwABa1aLglRzM2,80,20,67
uajx7lRiEQPn8V9S4jqYGhvcNRL2,50,20,50
v8WM9VBxMCZzqIfBLENDmAqNHuP2,70,0,50
vZV5yLmMUXfdFsbQdZzeWRYWyv43,0,50,50
vbCj34BHt5gMKAFGGFYyRavX8I42,76,50,70
vkKDRaM0OATr2R0gQcQ1v6EpGiP2,26,10,76
vkqs98CesDNtfiNP0yp1McTQB4g1,76,10,72
w7EQGyHO3ZWK71ZxPNUwEz91FTP2,81,0,75
wiRR9XTM33QLqLY6pdZFj4560Pm2,77,24,100
wk8YZk3p4rb3WjUhRPHvAeNeEyf2,80,10,90
wr4z6llp0jddKqFQMeeXELvSGzs1,69,0,80
wzusFwPca0WPh6dBIqx1ZSjYrXg2,70,0,80
xT09LmXmNQTkMLhQ80Vd2FWaMF03,100,0,100
xTmWUHfFKJaLhQJI4lb5n3xvH4L2,60,10,50
xugPJYbEv4cEMPkiR9nnUtYNwe82,80,0,80
xz6jOp32QKPbO5jLVLFz28d5OJ92,74,28,81
y2Zrvp7oTgaDOBClatCegSCQccE2,50,50,50
yGYxRM4WWDhirYY9cnsaLIEmjEe2,100,4,100
yIKCTnUwzxYMmBZpIZoukOggVwn2,75,0,25
yKuns4y6boV2zi0PRdkRnt2b7G42,80,0,57
yMCRoNjtmHZGdjHwHjUeomXw7aG2,100,50,50
yT8kk7dZ8ehLo4SvoTCL4B5nRsq2,80,60,85
yVjtCA2lQCbG5FPVyNnpcQNQndq2,65,30,80
yXejkN9lNLYruRgSE47DPY663oW2,80,32,80
yb64jzUzEPefCsnrorxML6qVrql1,66,30,80
ybpt3iq9riTUJvqvKw801DvdjHg2,74,10,50
yi0WxP4R2sfunD9iukaIAyQzQxo2,50,29,70
yyXQhFFNaRTPTYh8rj64i5765hj2,68,40,66
z5SsUoWxwqgRvXNB4L6bLp0scch2,70,30,60
z6T8rZ7CzRMYnYgFeibiOUkSIRG3,50,50,50
zTyMtXJqLGY0gzv46WwxIxJKBnT2,100,5,70
zV1XCUmuW2gPeqUIemdaAKmFhxm2,100,1,100
zsd1y6ztvwU6vcHKYjkGOKteg5h2,76,13,55
zxYATGwk0XbkTrYZT7TANr8Cemm2,76,10,90
0EDldC93MsepXNPIcPkQoKUpp2W2,79,50,63
0M4EAXeSpcO6L3QiaMEAw0JtHh42,50,15,50
0R74DI7wRPdwfTBeBO0bS1VWY6l1,100,5,100
0Syc9EA8rDc8aRxCrnypGzNJ2tD3,84,74,89
0e2jZKkPd9ee9H7mcNVTxTnOWH32,74,21,52
0zp5kYlQMfPBCnCvfCtYTTSRYhk2,81,34,91
1JK4NQIweMWGP4RNyyOpaUp2Yi82,50,50,50
1d9G7H5BtHMJsRTm8IXcLYY8WCn2,79,50,72
1ouZch1WerUeff0VjLSaNkYOzHx2,29,85,50
1wS9eEQNLtd5SjN0hXq9r2ad6hE2,50,50,50
2ATnMvQYjwZNy27M7IShckUlhjw2,5,0,15
2WgjUXrjivhnGtdUeq3rId6wtFP2,100,0,100
2dr96sGXPrgnInYtRtVMHog458u1,60,0,50
2rfiK6vy1FbghiTcNr8H4jWSfko1,100,52,85
3LKNoANkaeei3ceZa9NaOeNnbq23,90,10,80
3aNvTIZJVrOATWmvuX3w0QHiv5B2,50,66,100
3xnQYOaTdIeYWyfz9W0IKSLNIiu1,50,50,50
43Oq91gj3sWPaoo6f0NPLrd6Ibj2,80,80,75
44qABLxg4HbBhXkCUwROLaFk9sf1,8,50,24
4BEUliI8WZRgSEnnu2kXkdYyJXH2,50,50,50
4XUvUVzvFKWS7By1ptzFUFlC3y12,50,50,50
4w1B5rJQguNQJfXexdNuUKBXMTH2,50,29,75
5P5PUHxSYjNSWRcrSR7Ly2lzKFN2,50,0,80
5ftO2dpDyVb2AO1P6TYIr9MSHRh1,50,50,50
6Qan0wlLU4W20yrmLaqPEDhPxM53,90,19,90
6a6NRAMdVnXCptsVVKAla3N6EMP2,50,0,100
6aLdmAALk5PRslu1DA6yTPoDFSA2,70,0,60
6hAjVfP4e4Xk0Y08gKolozHwowA3,30,29,82
6qHTzEEluXeeS57lx1osaDeblH33,100,50,50
709rRyqyidaXtT5IiWVba4yMKSD3,71,20,50
75X9HhHPypTbzDMjKgcj2amKbBN2,95,7,44
7Is12c2963RIfW7XVjX7k5pCUBo1,39,56,76
7XbtW1PDFpcs37BFN5NjCk3haNh2,82,30,100
7Xe63q1fuWavRRjlHL4Ro3xVD5n2,70,100,76
7YKL7W4yqWb0LLDHl8M772LLRPB2,50,0,19
7aBh3jlKanUvbyEu816nEwXU0Ml1,77,50,35
7fDpNu1tg1VMtYJe3HLK3WH7uxG3,80,0,80
7i5pV3obAze4HzcuHwAjYE4B7bF3,50,0,25
7rcqHFFmkMf4VVcAUmS4tLs7LG93,50,50,50
7rv41tCw65VmbdgIUCcjlMDJZvU2,30,20,50
8BN7duL2KxPaFNqxUKCstU5cGVv2,70,0,50
8Jo7vUbvLubEToAmoJTJxP6pjnW2,84,50,83
8Mf3ocdf3ma7cQQekRB44omhyRM2,80,50,80
8l59uAmRuVPOSsDRuNkToi0R5a83,50,85,50
8usOJNSg0WV8VkKx5AGJ084WXtn2,50,50,50
9fBXUnvuI6SxnRw7LGpJb5fo67E2,70,71,80
9oMBJihx1SaOoLoLjcSWYfOia1s1,80,31,85
9wG2OnkiSJScTcOgmE601Fcj0s62,72,50,74
A1okNc4OHlbQes2sl5DPdhUrDV12,50,50,100
A2qzmNjxnZSboEXlgzNaZvpiFkZ2,76,13,75
ALc6oX5e92SeW8Xm3hc9hq0aPWt1,80,11,100
BSv6GTEPi7MUvRDbBcWWLb9OYcn2,60,40,70
BYfn4C4nVZaaSxcUCi00X1o8HPx1,50,50,50
BfL7b8Z4H4NWvUzJaYijq5XYzvn2,61,51,77
C4ufpRSSnWT8eiGc8TtEXYje8VX2,50,50,50
CFzdXOS65rfhruDhtUw8WmeyQT13,50,50,50
CKzglP77ncWnMW4ve0FKE6wRG5A3,50,50,50
Cdl4YkQF0zZwgVh8JgUXJRyB6tv2,79,72,100
CfS7z5DmVKO0X2FtIBRvJJMrp7E3,100,50,100
CpAenxE88nQfOFy8GLaHzCdA5vb2,50,50,50
CuPpHsKqOUeeoWHikOlfKIJmNP32,100,100,100
CyC29N0abkVPfsOKP9Cb4i9SPe83,50,50,50
D73QcZfuiUN5LIqvbQgDuHUu2xy1,81,50,79
DNFwMffD9ERxPaDYXNoFywTIDlH3,50,50,50
DrEUTHOwMGgXE3ogOMHzFh3i60w1,100,80,90
DznVT1KTAzWXFv33ZhCRn86baT13,80,100,100
E0wzCh12H7WbXpxTmWjDQDXThdr1,97,83,93
E7FsfJrMYBRNq53UTAtZTYiw1Xh2,75,50,75
EdoHAN8IxWOO3aGkEGZHcVAbU1C3,50,0,90
FGpFOr8Aw7dLNSNe6BnJfA7jOKE2,50,50,50
Fhipv5ENXhdCWnaoYTnRmaQdWjw2,95,67,64
FmDPcKcrEqOFulzNEvd5JxVPKyB2,60,10,70
GD4AwCh4FVfIJ7uLsyZA8XVoWgV2,80,20,70
GHL5rRbu0ASlYmMeHfjKMC8E0WV2,78,62,45
GJQDylpdnZNcOskkBsWNvZgjrb63,82,0,71
GOnjZWnfaaRRNvVsUqtFEfQX27V2,100,0,100
HOK1WG74cvVOWjp2HjCmTRxAKxT2,90,70,65
HREeZBeR3PaXlARFvVGnOe257tt2,50,50,50
