userid,fit,prod,enjoy
UcQkJs94u8c7VD3kH195X7mpI3o1,100,0,50
Ufey0kjJdARwt3wXSgtzSVGkdiv1,30,10,90
Uv4q1yUNN8Q36e01GHLDs87DZ592,81,27,52
UxEOl43To0VumfWV2IengiSGNN63,0,0,86
VN9t0haQQIRVY61AhGJ6HgPfvBF2,69,62,68
VRVJlOnq3eeNCb7EeWMZNZBumP73,73,26,79
VSxD1bjm9KQZIWHgAWd09UmXE9G2,0,50,50
VZR07C2OwQcV8mpADzR2y6WFzDk1,90,41,88
Vk7Sxh8PNDY1ZAZEDSdW2Fm6aVl2,40,80,60
VnjCnbiQurTzBOjwQw9uYan0dkz1,80,50,65
W073ArFETAZb844yGVlZrpTUjRM2,50,21,0
WPNEqWLozmSAlUTFr1t5PIpY1sx1,66,0,80
WZLs5tE09tYHGbEAJhTasAlTjUu2,0,0,76
WlLnWEBmxxehierxJw0oBCjjJsH3,100,24,76
WqwGrykG87aCL2m6QovIvgg0OPr1,82,36,100
X9Y8QtAdoARYL2Q1yt1icnm9nAb2,100,20,50
XGSKavV2FRb8XAlKgKGpMvmwY9G2,50,20,90
XO4CBv2xGBcHOCFIO4gAkKuFkwQ2,11,0,31
Xgz50LMCRRRVl862Bv8rzlbl4sB2,100,0,27
XniLoRCCoqcVJbaDdl1KK450vby2,34,20,50
YFrD8wgf3pZEKYGXPCYby5Vasjt2,0,0,100
YGa9LXCVEzgQd8xDNHleLDmMibf1,35,5,60
YMvVuA0j18U5uaUTqRu4YbtpaRy2,66,27,58
YbhQOf559xYTjlCklmZrItn0czK2,80,0,76
YsQGBetlidTmWFBHgGEGSRv2b8s1,100,0,80
Ywhv81qnjZSbbfiwC3rF7yO5jTp1,50,50,50
Z8iiJCMbetVaB6Hn3yKm3m3KiL62,100,0,100
ZDM7UHp4k5TetkE332TRNQtoW9i2,80,0,64
ZQho9PhpWtgzdpTinb0aCfV59Vi1,50,50,50
ZR80L91oUvMYnFGIGDQiUVCS4X92,83,0,62
ZUvoRtbkDaavoYq8XtdWKs14t7s1,61,0,27
ZV3V0OAd92UjOVOjYahZoKvBEB53,100,0,87
ZXPbxZFRMshD3agp5G3KkAYhof33,80,65,90
ZZAGzVXJZxNbQyg7pQ69dzB2VMR2,64,0,50
ZcjuDkVgp1bNOZkXcOLVCoFueVE3,85,22,52
a3xhSNEFTCRYjyZJiq6LpI3Zvep2,50,0,16
a6lWvsohcIZXUHEpQuU8mF49WJJ2,100,0,20
aG9L1mcRfsf65XCXoNPKy7PmkU72,50,50,50
aS0sL3hKy4gyD2Sk8jQ98e1rx4G3,-1,-1,-1
aW3QHh19ucRcPtngJSJWA3jSwhp2,38,61,80
aiOGD5tgPtYtzYXfcXMcKqdqPx02,72,0,50
apGbdaMiuTT43xoQ7wmyei7Ge5W2,100,0,100
atT2sdunfEhC9cyKp36LMKVbKMf1,50,50,50
b4Ih8hYviycZUSpf5R1JLqJhD5C3,49,50,85
bHdY3LFy4ohy3rANZ0oLTvHoyks1,25,50,50
bX5ZdBE2Y3aKC2GBb78nIhwjxHg1,0,17,22
bldP4PsKHpUDPn6jah4EXuU9o9w2,79,68,50
bluFVqpyaLWuXx3lTOYQItsPVvi1,10,30,68
btyw0YoliEYjaIKXF0BNNdV38bd2,40,10,60
buLpNPqg1OOnrQA3HCwfY60tyYW2,76,0,39
bxMuPzjfRtOHe855T4CrfSFCV3I3,0,0,0
c5Et3eE9OmQIVOWA8XVyM8BbE6F3,28,76,100
cHUzpy9KmvNo4dgLFlAz0m3Zlav1,0,15,70
cLTFd5uWFEawN9PUNTX6kdbPKbn2,100,60,60
cMZO7m64ZBdbbwfFuSCPMLop4ky1,30,25,80
cQvkd5ntCmUQLups49LK4mYaYdg2,0,0,50
cStnbzYcpESZ6abwt974YuaeTGd2,80,0,80
cXQkPMQejKRe5ngziVnL08c4fOh1,64,54,71
cvg6JwRYeuUl0xVLKDSw9eQBpup2,50,20,60
dHEbQoPgn5dQCLuHywwSowJzsX73,75,10,70
dJ648FiHOVO1ljpgm5ytmmzmtGj2,50,50,50
dTpilWc2UmXyaYL0MBNcoxDMhIq1,75,0,100
dUMMusC2faPq67sUurHWQyBfGCk2,0,24,78
dUkcojYrkERHwGk1eLPxKK3pkyz2,70,17,79
daVJM2daalRU0CgFD3edf87xFUI2,11,10,50
dhDAMw1QsrVCXlhP86oDdUzTAOs1,25,100,100
dj8ZrdpyW0ZwKoBnPGRX2EwaGPQ2,25,50,100
dkfc1JuB4sXjqzT2sXisEI4Rmd93,100,71,50
dpF7Kev49VVO3KtGvDAMoYHCvqT2,65,9,61
e26NphBU8FNauY1caMr6jW4AcKr2,55,0,69
eQyAUZ1u6eOJMIazxIxodSm8pqR2,50,15,100
eZMOjMwcprdQrPmbd8XNgi8T5Nc2,85,4,68
edIFN6MftYWUwFdeXyswATQhr312,81,0,39
efLibcMe2jeJFJT87PX4GXpaCEi1,100,80,70
eoK4C9wOHgPAcUT872fAE016WRH2,77,7,70
f2m3sB8A92VjHTm6uI6o0hqN90p1,67,0,61
fcvFUpagTZa65fojA6WmCrAVVGm2,25,20,50
fgqu8Brx6XPKP5VcVOGvt0nZp8A3,100,5,50
frMqhBwOb7WT9QnnIcPhFzGRpQ63,50,0,40
fs5I6ovo4cMRsFcgchcsnQiOTHO2,10,10,80
g0um6AJz2TRNMVKgDP2MJNjdlYM2,0,70,83
gBRHXH5953TojsYwIvfZLhp2orC2,100,31,72
gHXeYhfzwQefWB0Yr8EJJ1Q6nJR2,10,70,70
gIO0hjiKA4bBN4SHQ05LxV3qBpr2,73,100,75
gegNjRMof6g50E9CKCpEKkMlI2r2,76,0,85
gfqrIAXBxKXKbDuJ6Aqx2yyadYo1,50,50,50
ghYNPInp7IWzc6K8PxErvdzSPGE3,100,10,19
gjXJBekmrXP957jW8kQVZr0mXsB2,82,0,86
gpCUDAJEjHdFEClzOVnpXRNYZQJ3,0,0,100
gqX6dtnhNQb7dreGlSHBYW9yD5k2,100,29,50
gqYjVO2ndwRpIAaqmqX8sNIR38v2,20,30,70
gw71zARomCYbqjg77hsoTuuULyq1,50,0,50
gwJPhmtbEafgxhJW0Pf1T9jKccV2,100,50,80
h8SkEFr8CRO036xTkf7XZIeu09l2,60,0,70
hCFRtFFEmuc2BKcg5qncvZ9Ip9s2,60,10,40
hCkPZcskyjWIgpd1olFsC8FoIXH2,58,30,50
harx74HLvxVHiQ8YrqFII52NB4g1,60,10,60
iGIkK7FGowZPpOCCF3WsRdfi8Gl1,25,50,50
iJqzimxwj5Zn30Ap7MxDtTAF1pQ2,54,20,70
iKvZUmk7lEhX0kw8ZhdJqsoSNrP2,70,50,25
iLlF9wwXNOeGFqWLS98DL1mzA3Q2,100,0,50
iXS8hhuwA9dILQiETat6O81ZBDU2,100,100,100
ibWq76t3JKZ1J7eej4ZIHB0Kh0S2,0,10,100
ii8JzTgYbOScPQGwV3wGktWlm1o1,27,1,4
iks638HvbeRQtGjre1lfTx0gQxI3,100,28,78
jAwHZbSu8pRmjnbHx6cnHE8lCF52,94,0,86
jC7F2UFeuublFpo9pKxEJldrL722,50,50,50
jCl9gSVSj4O70mYmn4CasKskD0n2,75,0,50
jKNwb63qmWbNwxx1YbEtSxmKcNc2,50,0,0
jM4kKcxs34SLuRnr6ITMsNUDqmP2,74,100,100
jPfkOCM7mAYKy4PakWwxFfgwQin1,100,0,20
jf9tVYq28yRaM1Xx2cGbey115vE3,52,0,79
jgz73XyJ5GW0qUVyNRF6MvhPoeL2,80,60,30
jppxucrNAvNR4EIl7pnCydUicGF2,100,7,85
jtWBrr2MUqhlaSpZj6aWGH1odP53,32,4,79
kAfi9buVzUaLvRzWWeWBoBoUTHl2,100,0,23
kQa8TVLNwRRUN3wSyZ78Q3A2vK82,90,10,90
keScCKpv5hShAHrtYVoLebkzVHA3,71,61,81
lKk2gHn26RbNiSe1ziFqReJM9Nk2,82,30,71
lTQyRGfOZRaJK2gRk4I6REQamZX2,30,10,60
lTovSX7n5we2qf4kVKw5Mn8mpLi1,0,0,60
lh0GNoRUUzgwefp7dD3QoSbic272,25,15,50
lmQJC8TCVDfqpnUYg5cHl2ke6f63,80,5,80
mDxdELvotjQ5pX2AjIpxpAL0s1M2,9,0,50
mZfgd7S4FYPdhjFWS82I9Ta3VAl2,60,0,80
me4GRIOQ7rfgcBxIDwQp7x4ZtIY2,89,51,81
mfOVz1pHCvYvYdrQzxNWDxOK5lg2,88,38,69
nFopUqT2KoTvGCE9fvqZPiuQI3r1,81,0,50
nKKLjIWP4Bah7GnUfrJ0LQU4NSf1,30,20,70
nV1uZ1LVcmO3k6O07du8U0NG9Od2,100,50,90
naH5yLDJ8FWo4eTUcjBMdLP17VC2,69,0,83
nrRgU1f8eEayui7b3Sb6YRhNyYT2,75,0,75
oBbIAJDTbeXAceAasOWxeLkqUIQ2,10,0,50
oQjzuYTTBbXMXh8CYwczzjaLZP13,50,25,75
oRC9XuRz9pcfKKqiAINKGEIDvyg2,5,0,95
oVyPNrGOnQUScmhvuKtpWA1OrYz1,23,13,65
ohxCuFOr2xhyP11DhqqoQrGOAK03,100,5,60
oidH8VMaJyaiCg7YHBUAqgUWg9w1,100,50,50
onO4jaNHQgNiJoGNgwZByt4X3xX2,100,10,80
opCIwMdzH7bBGYrhjUwwK71i9o43,100,0,74
orSdDvHX8ogtDutlnurSKPANFAu2,100,0,66
ov4kGf0BuEYrAkU2PGB6mHtTDrm1,53,5,55
p06QnYBzHzcnz1z5GowqAQcTahu2,31,36,66
pA75MqykyBZp6sbMwWSP8CHheYh2,75,50,100
pAu2KmztocMbnMblSmFBfOMU3Dh2,50,62,0
pCS6aBZ5jaYsuyIH7k53UIJ7GeW2,80,0,70
pDGlfQr0DaeaZE0qNB1g7bdZPTA2,60,0,20
pNZRxXfr1eRiSpu4C7gpO6NDByg2,13,27,60
pVQKthjgPlbAPqXS9mrgGUh7EpB2,100,40,70
pYfOet6hV1UpHQT8hnfqAZ7PG9f1,90,0,90
pb0G8c9ARmaBuDSuhS9qlLeXTWN2,100,0,100
pmdnhaiO2lPRV9UIjzE1glF0LXC3,87,59,50
q6NG0HYM9xU7B9W8TeSqUDusu4u1,80,5,60
qAd1Edf4YLQGZ9u1kjacFITNMMw2,100,83,71
qK1L9mSfRjUrwLWqldoGpvvbUCB2,76,50,19
qROL1t5NNiZGn1Isbhw9YfsoioE2,0,15,85
qSTVjW85w1YGDQieWqqlHaKUzBD3,70,0,70
qSqxjSu49FMxnJKXY8sRptTS2uv1,25,25,50
qVRnjhhq73Z9YKqyt9rzFQFyPGm2,100,18,75
qny9RroBibZVS1AQskcVEqPqZRs2,100,100,100
r41aiS9eStUHLcjDmWMjDefha813,68,3,68
r7L4ZoZ2qCbB8vtgYfmoK5XlBSp1,34,23,88
rDJHpEhDwShSLklxitPSdARZUdA3,50,50,50
rJgxO3f9Idb3WwlDgzfZTOfAqlp1,60,0,90
rntBffzuLIYedRnHC0R5PRktj1B3,99,80,73
s1PfSE7p4kgvsgMoL2KQS6pCItS2,50,10,50
sh9OOf1JNLMzzqlnvvf6MxlcqmY2,79,2,72
tIPYnoqhmWQeuQJx6vAavEWOVeO2,5,20,80
tTMHodqn3absQjKQoPRgA7q9NM42,80,80,80
tVgr9wmfcvZLaxXISGsXGujq9sH3,100,10,50
tVxz1nhyrTa5WhuWDZOfJrj0VWj2,30,0,50
tejElD7nAgUr12UURAMdv2ShI5X2,50,50,50
tigaLKVxTEVyb3xoYmwOuHn0is52,95,3,35
tr4qFtefGIUl1sOZ6IyMPJQaXJv1,89,0,50
ttNQo9SZ4wRrod0xoys4aVcQ4rx1,20,50,50
uLlTgQQIMgNK4mRs5NGYgyXtNAf1,0,10,50
uM6XrBe22eQ2zc4sWoSlF9VMMo62,20,0,80
uUpWNXvaXWVaaOvmTpyQm82u1x23,50,0,50
ulWkVsuhtkZq2r0qVhgXZXAu61z2,75,0,25
ulbkXckG3Dd1hwGVkeLlkM053WD2,100,0,50
uzzOrWBmHTYQJABnhXCgmNTgtvc2,50,0,100
v6QSRVjU4tZMK4VqLcWjl3TH9Oc2,21,50,50
vCpAEKSTCNVnT1bXpKPGnvsmcQf2,80,0,20
vTZIk49s8UODELcQuf1CtMFs6uu2,76,0,59
w1oAouzBcfdLgZYxCaAvnxzqna73,50,80,70
wCqy7zF611Y65WbORKFQ0vazVaY2,50,50,50
wFJIrzUQBehXCYLJhV2cgWT9GlE2,50,0,76
wGFwF6Ab7SV83V3PS71t0NoCcDk2,50,11,82
wHHkfYRRRubIQHxnVcv1J11XrkI2,100,100,29
wLs4fpSykUW5K6EqMgzSsbu7FT53,100,100,100
wUayfDjYPRPRtaOACPifnLzSJ932,75,12,23
wUscMTLetGQ1NZeHSuHHAdWRlh13,100,0,50
wirhmmEAwcQ7S9PXgvteywK3dnA2,70,0,30
x3UyW2pCvCWdtg04aR5j3BgDKAy2,0,30,64
xGLLY7EFGFhSPEAjKpkmUZ0l0MZ2,100,0,62
xTJvoJGqYVVXLHI0BavWLkZBk2J2,79,82,37
xUzu9o9pl7essGgT0RwQzbX7oSJ2,0,80,100
xXTbjNuYKQaCx3Y3sJTd9RcAxfI2,75,33,60
xdSc5mSEkSd8SM7atF9JjhSIrVI2,77,13,100
yOVmRDd0w8YgAmYAwokTGYIG8S12,100,0,60
ytBYkJISh6c7l4ZHJHhi9kUMO8Q2,40,0,65
yxhvUYaNX8dtMrNTbMxRah9xx413,80,50,50
zDlF9OI7zqazZiTH2X6benDbhjz2,19,0,62
zLppDAjN81PjXTEjejtKAqkLyFm1,50,34,85
zViHfHuRDNPVetzGKMFuUKzPtkR2,50,50,50
zoMBCcuhMPcZyW5mbEKd6gnjmEn2,0,0,75
zvv32adL3bMzd95ujfSBBTLB2XK2,82,0,52
06oSbJrD47TrGFcfIZw78FRw87d2,46,69,93
0WGtHS9szYg7rPrVQkGCqQOVU9A2,64,73,39
0eCqhK5dkifYAntkoDpqTLEoNdx1,16,0,100
2pQMySvqnKOlztE7HwWRxNKQgOn1,50,50,50
3oxIzezbotaUZmJwCKJ9mIRZEPs1,50,50,50
4Q90I02mciVrEDWrA5TX6Zst4p03,90,28,83
85N1koNA9SS69LYgWQ6wj32TslF3,30,70,100
BZmqLmCYsBUUe1b3R3PZADwh3Xe2,100,0,100
CdMfYqyKeAX6TjtdDCdzhzvPBTz1,50,50,50
GtCnJZH0EUPCdQEgUNFrHp3DaXS2,17,85,80
MSFPYLQZJlRbTxxn3so4SyBsLqE3,50,50,50
Psr0UBoEnDRmXTREDYbJHjmmO9V2,0,50,50
Qpc3eCTH29bYVQ2d0KX7QpLt9ow2,30,20,60
SYhxHGnnFoXTi5W489lBPVtFVuo1,20,50,100
ShzPhf6QsKMWkCGzRTnrgLedDhF2,24,33,66
TuNdQz8cz2PBXpR3Lfb1yBIV51q1,32,80,85
VPJMKD1hiOgqTcHw78U5MLOwy002,94,0,100
XUVi3eQIjaTPyBSWsOmpu77nCct1,100,80,80
Y8DmgDUTPMe6ZzfDkr53dET8L9x2,78,23,100
ZFuRgHGfr0aTx42FaR5cbYX15Ch1,50,2,93
azc0PQ0m4TYYa1V3UM12MNtvQHm1,100,68,55
besSP4AOx1TZ10RBi5eYsrI1b2j2,79,18,88
hM9b6rucLsT10zJ54oyNphImkZh2,71,70,71
lyYvflKX8MTtZXmbSwgDVMdd4qj2,50,50,100
mSBkDcqD50VgO5jmKG2Rt9e5hpz2,50,15,80
owvjofYKvwMPbCEa620e1cWaM4a2,24,82,56
r02hA7rCM6X0WsqPXALS2CxvGcg2,50,50,72
rVGkOv507VZOp77KSapA9UuMBTl1,75,82,50
tXG13uVphcUqnUx5qt2t7HgDYQk2,94,96,87
vwOIavsPsZhVtKdOd86R2cTVx5A2,50,0,100
w9kwR526XHW7qaW3PpWS3LAHYPr2,70,80,19
wMeUGGU14qRT9Tl6KNJlyKCvGDz2,20,10,100
x0Ck3t0b78erBIwZSzq6GwGDQzb2,50,60,80
022aIMnu1fVUaCNx5joiMKTD9R02,8,50,70
0EuVQ7TVYnhumsNf9gVqdkgymnI3,0,0,50
0QhilbYZyyVtOQn5sZx6PdOk9YT2,0,0,75
0fXbYlJq1HcRBypb4zvzXiqSCl53,77,28,75
0rfKrNITdrQIc49dOFqMsxnCd2R2,0,0,30
0u4X9RhEaVcRg3ousBBGreApana2,63,82,83
1D4kidif4mPJrzz66ECj7FRxPVr2,50,50,50
1LMhx2GPocS2O1V1awXIy931Msp2,12,96,46
1LRhYLHUAehgYQygqiRGBnplkBm2,50,15,86
1WYSoDlFqGd50g4CyQ6cifxJPya2,100,25,0
1m1fo4RwOsWdPOhahYvSYG6OqG33,36,30,75
23QCOHoVAUg8PT1uDPaCjxRrgo22,50,50,50
27LPgCHdyIedw0opKBZ2DREjjRJ2,0,0,100
29C6No9lbOTx7YLB8doH6Ai8auw2,50,50,50
2T7wuMVInsTNXU2ozVrTCceGWhg2,64,11,50
2c4KOhlMYXRTE7OeVYoJVW2UuG43,50,50,50
2ww31mEZT0RXADDPSOfgGk8AalA3,50,50,50
3LFOKnW8kHYH5NzuVet7ctiReUF3,50,50,50
3Q6efkygxmP4akIgB0xyTW1nLJx1,10,30,75
3imK6PeZdqXxdPJVukxyxkCRw173,50,65,36
4Qx7DIyPuNVE4sMxq2Wl2ySpw373,0,100,50
4RlmUDLSdUg2D0PzNvxYFKajSSy2,100,100,50
4aV6sySYuLcJnh3G2q5bO1qs7Bl1,75,50,75
4pVNxIFXQDQD3JNOa31z5AsQToJ2,20,50,80
4v1SYJNVJrSXvXMtKyMM0ytj8gr1,0,0,100
57XSAErmsyViW4GTyEg4IrpRUGw1,28,19,50
5Il98NXPi5hnhiAeYDgNFJJzDb13,50,50,50
5LaBoYoW9ygRnMnCFtDKSMquW6w2,18,14,73
5OoH9eNrD6RWNDXTSWQfwLRXVCU2,51,26,93
657DfK3BJLPVSVu6EOqr92d4JkQ2,50,0,75
6ITCwTnOCRUxA08Wn3MLoQ5Jhhy2,70,24,50
6SK59WdovkSodoFGSlCrcDjLieS2,21,16,100
6SWIvknvAPhPoc3VVm70YROCAZI3,76,0,100
6VySO19lEHRZH8cK3DRhQSVVseh2,58,54,27
6edRbjXTjjZPT6ezscX1k2s56F62,0,20,70
7NsETlkONWW5z9qCdYObdrqQppt2,50,50,50
8WBHQ80pXePpvIXKQiSwGUXoOGg1,13,57,63
8cyZDa6r5EMEycTbDRzDteZMhKx2,25,50,75
8edOMXoyFWTRJFrnHgqtjI3mlWC2,100,50,50
8oiHiKrLocMCbgqRDMD05Kj9Iyy1,50,99,79
8yOnxVmjXuXCsEpKzDGs06T8QPo2,50,20,60
99gMx1BX3cVpgOlXWNkSZSkZfzg1,33,50,80
9N4r6gduHAOL8j4dYwWyxxNwPUs1,17,25,86
9OVvcXxvDQXAqe4X5Ytuw0XxkWi2,50,50,50
9hnN6AHmRHMWI0qeNjbnLIjledC3,20,50,80
9rbPBo8baBRUsWt9ytqe07vhVgm1,11,22,79
9tNpjsv8koTTSLJ2fEto7TTGczm1,50,50,50
A2JX2FS4YchHO6I6fhz8UI528Qg1,50,50,50
ABoCGWCiLpdo16uvOfjohJsnaT72,78,92,21
ACyJW2biwLcQl7FJliVUOTjNybz2,50,50,50
AD5f4NV2VsPgqr3S6q0bVVidvxZ2,100,15,60
AQFsUa0QyIduLc2G5Qn43ZK0y543,50,50,50
AW8sifW1F6aaKGjhrqhNps8corE2,50,50,50
AbiAqHNGLBT82USCn61NaVE4aVz1,0,0,100
Aiz3CrThDPUOGQs1NT8vuE28E9j2,0,0,0
AmYb1z3HdTNHapNNIZHW9LXsGs53,50,50,50
AngMS67pMPeN6K1bh9xwmiWKk853,67,13,82
AqfXuiaPr6W5fUReeFM54zVANwj2,0,25,50
B5aF9rbXTUPwNe5DzxIciO8OI3X2,0,77,100
BJnv9OVmoFbyzh9mg7M2EQ24EsT2,79,27,79
BXHteVEWQpXMiGpnd1EqmxLaR6p2,50,50,50
Bj4mZDbExeSRDoKr6svL0bD8BdV2,0,0,90
BuhLV7o0PObCgVG3zvgvZnvaHZC3,15,65,50
BwRjJU6Y5bTFxPU1E8DywKrCZEP2,50,50,50
CDuNGqWAAkVG2zpHup9z44lyWBl1,50,0,100
Ck5sJ4bj0tbye14Nr1UaNBnHz6w1,50,50,50
D0OR4jj6q3dpodNytsCwKmPwMAQ2,72,12,83
DCZxbGDvVUM9t6Pr9VSMBAWxKSq1,50,50,50
DE8rtiAHe3PSTpR3IAFPjxCqqnu1,50,50,50
DInAcjADtPMAae9IH7PNWVGeKV83,74,0,90
DSJOjMzXbJP5QStDBNWdsJncb3C2,50,50,100
DXzF2LOWcueAa3Fc0xPamrJ6q2v2,79,50,50
Dd8cgjBAc2MHYgSwcMugds47NOu2,58,28,50
Dmfook1pvcQ9CLDbofrb9KvlWZU2,0,50,100
E6WB5a2xvnd7ENGarYfQooubxQ52,40,61,50
E99kxU6mjteW3V2Z4cwXej6IgL23,50,50,50
EKAf09nIx0dNrrncJ5wGh89tPXf2,0,0,100
EQDX8ZuVCwZ51qWxKU2FWO4TWQt1,82,87,85
Ecn5RWoFe0fwnLUkulOAfVz2vk32,50,43,93
EpUkOQ7jyOM1zwgcOIuQVroPBCn1,0,0,100
FbvoturjzURggzd27CQOgo5nX6r2,0,0,18
G3EOIU6axWdQK0F0BY6tkh96XFc2,31,100,61
GZoDQQaH18Pr2fvoQwD7c2MFUdf2,100,12,100
Gs5I9L5vnMX93obzfUIpDj8gDk83,15,75,10
Gs7Y0Bn22ua2d8Br0YI9JrOYiS63,100,9,58
Guw0zkuqGmZh6QrfxWOtVXVUbE53,50,50,50
GyBGmu9lhGgMA9sMKV2x6yukCYF2,50,68,50
HRxApLcbF0NX3saGuEUCEHj1Od33,50,50,50
HTPAKSHcUOTmB5UankcRIUlubWh1,50,50,100
HhOYZAzKh7gXWQn7l99XFRRWyi63,50,19,83
HtR8eTTjVyeU3Zbih19IYHkaYhp2,100,100,71
Hz0pCxLJONhVkV5bTifuT9ceRNW2,85,50,100
I8vGiRCQI8OpllNJw9rR4PLXfrX2,50,68,81
IBncqppNjvMnECO7QaWMS2mD2ox2,50,50,50
IQyA7YilhTb0JWXawkTxmB7bNRD3,70,20,80
IhMBXHkeI7ctXLnYPlVqPwClh8c2,50,50,50
IrwaYl6kYRM7IomJSLGrvyoB0t32,100,0,76
JN1iI8MzCqMeSoQEFOwkNmP0aGA3,63,39,68
JOkb4sIASUSyUCgyv74YblIDCP72,69,5,50
Jgay5qHlRRX0zuhPVSXmvrCcmmU2,79,26,58
Jh3v4HXcGAXwLICEDx3MaeTrtwU2,35,30,100
KAjOcrbc8mMJPVydALDYodTFf8S2,99,22,79
KaPuj0VvbnhDqNkjBfw8HdqI6Kx1,50,50,50
KgYzgFhMyUViSdSDaNWZ2ELMZay2,0,31,50
KpCRFm7PFXejXGAUtv9Cra8uwJ43,11,0,72
Kvv3UkYx4jSfx5j3ToEojqC630v2,33,100,56
L2XiDobaECeUySDIcdgRWRsMywl2,30,60,70
L9UvoUzjN9hTgmsJhYqTzN2dpS33,18,24,50
LJ0XGT03zMd0k9MdTTu2IX3fPr72,71,50,78
LLDYsGtWE9addzaCxq0uHldzTMh1,90,71,90
LLII48sQ84eK69zummmJxE7Vlk52,63,50,34
LmDYZSvrLzP0PrmNbMTNcHJldIP2,80,80,80
LsYGdZRCvFW5kJNhSS5PZ3NKkZu2,32,0,70
MBTl3voHjOZKhrB1NL8B7tRXQjy2,0,10,20
MQxwNB8YmSgYM5jKTGqFBEwsymE3,50,50,50
MTKE8Q3LvnQs8Ca796Mv9f9mseG3,100,77,100
MVZuiy2RNgXpG2zrgdSiZuc04rJ3,32,25,59
MuKPqET1TgNNDtyBmj5KEHLLBWy1,50,50,50
N291BM5P72hZegUEjjtNV5VCgUn2,50,50,0
NDYQhshz0NOhDxzubeNl6H3CbGx1,57,38,100
NKan64T5VERjBlT6t1IAxpqZmNr2,1,7,88
NNKxsVrWNQUFZeArtReEj1Qw5P13,35,50,100
NnPxocil0mc043UYSoqEGX1dDWo1,50,50,50
Nr5ppZEvE9Mb8v9Avvq102pPQTD2,50,50,100
Ns6Q2QwoRGhRlyJmA5GTVQIqAWr1,20,56,69
NuyD6TvIzJWimBQipSsNaGnwtbz2,40,30,30
OIgpIVidObZ22JgzttAhrANxysI2,50,24,50
PUHwtUGQuuUerzlQ0cqyDIsNthF3,40,50,90
QjIaCKlIrBVPYZ20kspUKo0ZA1v2,50,50,50
QnFlkRuKnQbKozaC4yH4VTkqtnk1,100,50,50
QpmD5kRmlqNMZhxAHL7ptJjGGr73,0,46,67
Qr9OUyezZFaEzpwbKT5RTtx1CoB2,35,15,75
R4d14NrFAoaAu2H7SRKHZjfnK5A2,25,90,16
RSoRBciu1Ka7i0DXBvdeUNiKmb52,50,50,50
RZEtBPaBGONfWmdqJ0Bad4azHuE3,77,87,88
S65YJiMFzkXRXKtJofBlnzbSTJk1,26,25,100
SDqvyDb56tUwmUVRU6oa6N5ozfp1,100,4,100
SNDBBjNKu2WAdJ8QnhGZBGnEiQD2,50,50,50
SVralU2sgzerdJEEKtwSHucSIMF2,0,19,64
SrGk0a8RreVmTguJJg9Sn0tSC1H2,60,15,79
TQD1XjYOoGXzvS18t0BjKJSWrPf1,50,25,50
TWolIepDh7gq0Qj1lznQIIBRflE2,48,78,96
TtmDI7q3A9ZKteZil22XwjzfHFX2,50,75,100
U3FXpeREaNV4ClBINQnKSFfukuv1,50,50,100
UP23w4oFBBRx5rHMrres23hVBUu2,63,100,100
UXbeL2qpmHVnuq3aj3qsIgirEth2,67,24,82
UrkcRskFgpN1eqzuiVXSfAc2qJf1,0,21,82
Uv54IfWrGaZqM6EfCSFV4wyb82P2,32,0,73
UzUl95pGGKeUfJxsl0w7TzDVMHN2,81,28,70
V9U6XYSEJUaQuK8OtELqFk453j93,100,100,100
Vo5eh6oFSLeGoSsgNIzzn7XH8Np2,50,30,67
VzTEnluqxFXTQoqx4QTXkFDEiVf1,30,0,100
WrY2nHs48LaceJJN0G0oDtJt5SJ3,50,50,50
X47cSeUsNnhR2VpRvoSl36aHqxr2,0,0,50
XDDaRlpLaNaY86EYwId8YSwVumA2,50,0,50
XLhSqe4BhucJrcGMbNewCcDxFn73,90,38,59
XlNzKG2tlsQOR5oUEeRma9y9Dgs1,50,50,50
YQ8zD5a1tCcHMq6iIYDZU2lJGxH2,70,30,70
YS7XBCebsAebumDoCjZVOS4oHU33,92,86,80
YSEWuTejvZUxyiSRR1TRPOvHp4v1,50,30,71
YlS1IyO5EvhLaJYt6YO361pCflm1,21,55,56
YqoCZeHxtBQFXVgJPB0vrH8B6Gp1,13,93,100
Z51LB6LDrUTxrmJ9heePNj0nx0I2,50,50,50
ZPZmUxbhFnhjliSuKPJx66J4ZnJ2,0,29,69
ZZtmXbdR5kSIOdeUKghglPfM6nB2,65,100,65
Zajx9r9KuDPrCZ5z4zIN8Oa1AFt2,50,50,50
ZdpF9xpJbBWNC7FeHC9CR8y8Ey43,20,20,50
ZpmbI4jE88Uz83ACQn5zbcYptjb2,50,50,50
ZrUy7X0pL2fwI8YWEXRbHQfbySz2,50,72,50
ZwTSaoD7JvU4GZVaYLT8aBDH4ZJ2,50,50,50
acjh9aII6NVTOBOuAG55NhaMOxn1,58,72,79
azw3LkswkrN7aknSmp9HjbrpxSo2,84,0,62
b1EhOxt3PYaQ2T9v7fsZB4xDkBK2,0,0,0
b42PYK6YauZquhIjQMLvwEXBd6g2,50,50,50
bLX0ve7ySbVNs52KHLZ5b16lLro2,50,50,50
bM8OrP8G5EhbSIpmzXionNuF5952,82,50,100
bPfNwbzWfqRfrp4uhL5WEZAQ69K2,39,72,0
