legid,activity
#23:14515,Accompanying
#23:14515,Talking
#23:14507,Driving
#22:14706,Listening
#22:14706,Eating
#23:14517,ReadingPaper
#23:14517,Listening
#23:14517,Watching
#23:14517,Relaxing
#24:14886,Walking
#24:14886,Talking
#24:14886,Accompanying
#25:14478,Driving
#25:14478,Thinking
#25:14455,Cycling
#23:14606,Accompanying
#25:14562,Driving
#25:14562,Thinking
#25:14562,Other
#24:14559,Accompanying
#24:14559,Walking
#24:14559,Talking
#29:3974,Talking
#22:14661,Other
#23:14598,Relaxing
#23:14598,Talking
#23:14598,Accompanying
#25:14533,Accompanying
#25:14853,Eating
#25:14853,Accompanying
#25:14853,Talking
#25:14853,Walking
#23:14607,Accompanying
#22:14712,Accompanying
#22:14712,Other
#24:14630,Talking
#22:14691,Thinking
#25:14617,Accompanying
#25:14617,Other
#23:14698,Walking
#23:14698,Walking
#23:14698,Walking
#24:14791,Walking
#24:14661,Walking
#25:14756,Accompanying
#24:14792,Driving
#25:14753,Thinking
#26:4139,Talking
#23:14828,Walking
#25:14688,Talking
#22:14853,Walking
#23:14832,Walking
#23:14799,Accompanying
#25:14719,Relaxing
#25:14719,Browsing
#22:14818,Relaxing
#22:14818,Browsing
#22:14857,Thinking
#22:14941,Walking
#24:14926,Driving
#24:14926,Thinking
#23:14856,Accompanying
#22:14912,Relaxing
#22:14912,Accompanying
#22:14912,Talking
#22:14946,Accompanying
#22:14946,Watching
#23:14922,Walking
#25:14894,Walking
#23:14982,Accompanying
#24:14910,Accompanying
#22:14974,Accompanying
#23:14967,Walking
#23:14967,Thinking
#25:14953,Watching
#24:15002,Talking
#24:15002,Accompanying
#24:15003,Walking
#24:15003,Talking
#24:15003,Accompanying
#22:15068,Walking
#22:15068,Talking
#22:15068,Accompanying
#25:14954,Accompanying
#25:14954,Watching
#22:15053,Walking
#23:15175,Walking
#24:15135,Walking
#22:15200,Watching
#23:15177,Watching
#23:15177,Accompanying
#22:15203,Watching
#22:27840,Thinking
#25:15105,Accompanying
#23:15114,Driving
#23:15114,Thinking
#24:27758,Accompanying
#25:15106,Watching
#24:15142,Accompanying
#24:15142,Watching
#25:15109,Thinking
#23:15388,Accompanying
#25:15313,Accompanying
#22:15564,Relaxing
#24:15349,Accompanying
#22:15565,Other
#23:15391,Accompanying
#22:15346,Walking
#23:15533,Listening
#24:15493,Accompanying
#24:15464,Accompanying
#24:15464,Talking
#25:15429,Walking
#22:15529,ReadingPaper
#22:15529,Relaxing
#25:15428,ReadingPaper
#25:15428,Relaxing
#25:15458,Walking
#25:15458,Eating
#25:15605,Listening
#23:15605,Listening
#23:15605,Driving
#22:15726,Walking
#23:15700,Walking
#25:15649,ReadingPaper
#25:15649,Accompanying
#25:15677,Walking
#24:15818,Walking
#24:15818,Listening
#25:15780,Accompanying
#25:15780,Talking
#25:15865,Accompanying
#25:15865,Talking
#23:15944,Talking
#23:15944,Accompanying
#23:15944,ReadingDevice
#24:15902,ReadingDevice
#24:15902,Accompanying
#24:15902,Talking
#23:15945,ReadingPaper
#22:15972,Accompanying
#22:15972,Talking
#22:16031,Accompanying
#22:16031,Talking
#24:15962,ReadingPaper
#24:15959,Walking
#23:16000,Accompanying
#23:16000,Talking
#24:16006,Talking
#25:16029,Driving
#25:16029,Thinking
#25:16029,Listening
#24:15957,ReadingPaper
#22:16185,Accompanying
#22:16185,Talking
#22:16134,Walking
#22:16134,Thinking
#25:16080,Accompanying
#25:16080,Talking
#25:16079,Accompanying
#25:16079,Talking
#25:16050,Walking
#25:16050,Other
#25:16050,Listening
#22:16157,Walking
#22:16157,Other
#24:16108,Walking
#24:16108,Talking
#24:16108,Accompanying
#25:16072,Accompanying
#25:16072,Talking
#25:16072,Walking
#24:16136,Cycling
#23:16204,Accompanying
#23:16204,Talking
#22:16286,Cycling
#22:16355,Listening
#22:16355,Driving
#23:16328,Listening
#23:16328,Driving
#22:16359,Cycling
#23:16360,Walking
#23:16360,Browsing
#22:16423,Cycling
#23:16487,Cycling
#23:16783,Cycling
#23:16783,Thinking
#22:16795,Talking
#22:16795,Thinking
#22:16795,Accompanying
#23:16794,Thinking
#23:16869,Eating
#22:16882,Thinking
#25:16777,Accompanying
#24:16829,Accompanying
#24:17424,Accompanying
#24:17424,Talking
#24:17424,Walking
#23:16966,Cycling
#23:16979,Walking
#23:16997,Listening
#23:16997,Thinking
#22:17068,Walking
#23:17012,Accompanying
#23:17012,Thinking
#27:4775,Browsing
#24:16957,Thinking
#28:4737,Other
#25:16926,Accompanying
#25:17115,Thinking
#22:17041,Thinking
#22:17503,Walking
#22:17503,Thinking
#24:17033,Walking
#24:17033,Listening
#25:16965,Watching
#25:17015,Other
#24:17257,Cycling
#22:17132,Accompanying
#22:17114,Accompanying
#24:17057,Accompanying
#23:17079,Listening
#23:17079,Driving
#23:17079,Thinking
#23:17078,Accompanying
#22:17107,Eating
#22:17107,Accompanying
#22:17107,Listening
#22:17107,Driving
#25:17016,Talking
#23:17303,Browsing
#23:17303,Listening
#23:17303,Watching
#24:17058,Other
#22:17115,Browsing
#24:17154,ReadingPaper
#25:17064,Other
#22:17505,Thinking
#22:17505,Cycling
#23:17116,Browsing
#23:17116,Listening
#23:17116,Thinking
#22:17153,Accompanying
#22:17153,Talking
#22:17153,Thinking
#25:17212,Driving
#25:17212,Listening
#25:17212,Talking
#25:17212,Thinking
#22:17183,Driving
#24:17230,Talking
#25:17190,Talking
#25:17114,ReadingPaper
#25:17081,Thinking
#25:17385,ReadingPaper
#25:17385,Relaxing
#24:17253,Driving
#24:17253,Listening
#24:17253,Thinking
#25:17165,Walking
#22:17282,Thinking
#22:17282,PersonalCare
#22:17306,Browsing
#22:17328,Listening
#22:17328,Talking
#22:17328,Accompanying
#22:17328,Driving
#22:17328,Thinking
#25:17210,Walking
#25:17210,Talking
#25:17210,Accompanying
#24:17229,ReadingPaper
#23:17281,Browsing
#23:17281,Listening
#24:17266,Thinking
#24:17247,Listening
#24:17247,Thinking
#23:17475,Thinking
#23:17475,Cycling
#23:17295,Listening
#23:17295,Driving
#23:17295,Thinking
#25:17220,Watching
#25:17388,Walking
#25:17388,Accompanying
#25:17388,Talking
#23:17634,ReadingPaper
#23:17634,Listening
#22:17360,Talking
#22:17360,Browsing
#22:17509,Accompanying
#22:17509,Talking
#22:17509,Walking
#23:17376,Browsing
#23:17376,Relaxing
#23:17376,Listening
#23:17376,Talking
#23:17376,Accompanying
#23:17376,Thinking
#25:17539,Watching
#24:17287,Browsing
#24:17287,ReadingPaper
#24:17287,Relaxing
#24:17287,Listening
#24:17287,Watching
#24:17287,Eating
#24:17287,Thinking
#22:17510,Accompanying
#22:17510,Walking
#22:17510,Talking
#24:17330,Relaxing
#24:17330,Browsing
#24:17330,Listening
#24:17330,Accompanying
#24:17330,Talking
#24:17330,Thinking
#22:18523,Accompanying
#24:17432,Listening
#24:17432,Driving
#24:17432,Thinking
#25:17626,Accompanying
#25:17626,Talking
#25:17626,Walking
#23:17523,Driving
#25:17435,Walking
#23:17453,Cycling
#25:17627,Accompanying
#25:17627,Other
#25:17627,Talking
#25:17627,Walking
#23:17505,Talking
#23:17505,Thinking
#23:17506,ReadingPaper
#23:17506,Talking
#25:17439,Driving
#24:17611,Cycling
#23:17528,Accompanying
#23:36573,Driving
#23:36573,Listening
#24:17482,Walking
#22:17553,Thinking
#22:17553,Walking
#22:17553,Listening
#23:17657,Accompanying
#22:17561,Walking
#23:17558,Browsing
#23:17558,ReadingDevice
#25:17500,Accompanying
#24:17580,Listening
#24:17580,Eating
#25:17546,Listening
#23:17720,ReadingPaper
#25:17549,Browsing
#25:17549,Watching
#22:17755,Listening
#24:17600,Walking
#24:17600,Thinking
#24:17688,Talking
#24:17688,Browsing
#22:17719,Talking
#22:17721,Other
#25:17757,Browsing
#25:17713,ReadingPaper
#22:17834,ReadingPaper
#24:17643,Cycling
#24:17643,Thinking
#24:17689,Talking
#24:17689,Browsing
#24:17689,Thinking
#23:17724,Watching
#25:18931,Driving
#23:17721,Thinking
#24:38410,ReadingPaper
#24:38410,Listening
#24:38410,Eating
#24:38410,Thinking
#24:17684,Thinking
#22:17763,Talking
#22:17763,Accompanying
#22:17763,Thinking
#22:21056,Driving
#22:21056,Listening
#24:17724,ReadingPaper
#23:38463,Thinking
#23:38463,Other
#25:17701,ReadingPaper
#22:17831,Cycling
#24:17847,Browsing
#24:17847,Thinking
#22:30045,Listening
#22:30045,Thinking
#22:30045,Driving
#24:17760,ReadingPaper
#24:20977,Cycling
#24:20977,Thinking
#25:17747,Eating
#24:20978,Accompanying
#24:20978,Talking
#24:20978,Walking
#23:18163,ReadingPaper
#23:18163,Listening
#24:17799,Browsing
#24:17799,Relaxing
#24:17799,ReadingPaper
#24:17799,Talking
#24:17799,Eating
#24:17799,Accompanying
#24:17799,Thinking
#25:18019,Accompanying
#25:18114,Driving
#23:17895,Relaxing
#23:17895,Browsing
#23:17895,Thinking
#23:17895,Listening
#24:17848,Thinking
#22:17891,Listening
#22:21058,Walking
#22:21058,Thinking
#22:19472,Accompanying
#22:19472,Driving
#23:17883,Accompanying
#23:17872,Listening
#23:18241,Walking
#22:18294,Thinking
#23:17952,Talking
#25:18152,Walking
#23:19196,Thinking
#22:17926,Thinking
#23:18182,Thinking
#25:18109,Eating
#25:18401,Browsing
#25:18401,Listening
#25:18375,Other
#25:18155,Walking
#24:18063,Other
#23:18107,Eating
#23:18107,Listening
#23:18107,Accompanying
#23:18107,Talking
#23:18115,Listening
#22:21059,Driving
#22:21059,Listening
#23:18164,Listening
#24:18162,Listening
#24:18162,Relaxing
#23:18161,Listening
#24:18122,Listening
#24:18122,Walking
#22:18459,ReadingDevice
#22:18459,Talking
#22:18459,Browsing
#22:18459,Thinking
#24:18215,Listening
#25:18364,Relaxing
#22:18214,Accompanying
#25:18116,Listening
#23:18193,Cycling
#25:18130,Cycling
#25:18130,Accompanying
#25:18130,Eating
#24:18656,Thinking
#25:18614,Accompanying
#25:18614,Talking
#23:18227,Listening
#23:18227,Thinking
#25:18221,Listening
#25:18221,Thinking
#22:18328,Talking
#22:18328,Accompanying
#24:18216,Listening
#23:18403,Listening
#25:18365,Relaxing
#23:18428,ReadingDevice
#22:18462,Walking
#22:18324,Listening
#22:18324,Walking
#22:18324,Listening
#22:18324,Walking
#25:18203,Walking
#25:18203,Listening
#23:18311,Listening
#23:18311,Thinking
#23:18705,Walking
#23:18363,Listening
#22:18435,Listening
#25:18314,Other
#25:18342,Driving
#22:18483,Walking
#22:18493,Listening
#23:18471,Other
#29:5275,Watching
#23:18718,Thinking
#23:18718,Listening
#24:18424,Other
#24:18431,Eating
#24:20986,Cycling
#24:20986,Thinking
#22:19466,Accompanying
#22:19466,Walking
#22:18735,Talking
#22:18735,Cycling
#22:18735,Accompanying
#24:18759,ReadingDevice
#24:18759,Browsing
#24:18759,Thinking
#24:18465,Listening
#24:18915,Walking
#24:18622,Listening
#24:18622,Thinking
#25:18567,Accompanying
#24:18621,Walking
#25:18694,Talking
#25:18694,Accompanying
#24:18644,Listening
#22:18716,Thinking
#25:18670,Eating
#24:18657,Walking
#25:18872,Walking
#23:18708,Talking
#23:18708,Thinking
#23:18769,Listening
#25:18690,Listening
#25:18690,Eating
#25:18690,Thinking
#24:18671,Thinking
#24:18671,Listening
#23:18709,Walking
#23:18709,Talking
#23:18709,Thinking
#23:18730,Accompanying
#22:19421,PersonalCare
#22:19421,Listening
#22:19207,Watching
#23:18783,Talking
#23:18783,Accompanying
#25:18720,ReadingDevice
#23:19436,Thinking
#23:19436,Other
#26:5275,Listening
#24:18733,Listening
#24:18733,Thinking
#24:19129,Walking
#23:18827,Walking
#23:18827,Thinking
#25:18773,Listening
#25:18773,Thinking
#25:18773,Relaxing
#25:18773,ReadingDevice
#25:18773,Browsing
#25:18871,Cycling
#25:18865,Accompanying
#24:18946,Walking
#24:18946,Accompanying
#24:18946,Talking
#22:18900,Listening
#25:18790,Accompanying
#23:18890,Accompanying
#25:18866,Thinking
#25:18866,Talking
#22:19029,Talking
#25:18805,Accompanying
#25:18869,Cycling
#25:18898,Thinking
#22:19003,Cycling
#22:19003,Thinking
#28:5296,Accompanying
#22:19116,Thinking
#23:19084,Listening
#22:19123,Accompanying
#22:19123,Thinking
#22:19294,Accompanying
#24:19037,Accompanying
#23:19078,Accompanying
#25:19029,Driving
#22:19440,Walking
#22:19440,Talking
#22:19440,Eating
#23:19139,Listening
#23:19139,Browsing
#23:19139,Walking
#22:19151,Driving
#25:19049,Accompanying
#25:19049,Thinking
#25:19049,Listening
#22:19171,Browsing
#22:19171,ReadingDevice
#22:19171,ReadingPaper
#22:19178,Thinking
#22:19178,Listening
#22:19178,Driving
#24:19212,Cycling
#24:19212,Thinking
#24:19212,Eating
#24:19212,Accompanying
#24:19212,Talking
#25:19171,Cycling
#25:19171,Accompanying
#25:19171,Talking
#25:19171,Eating
#25:19171,Thinking
#24:19147,Listening
#22:19424,Accompanying
#23:19233,Thinking
#23:19233,Walking
#23:19234,Other
#25:19177,Accompanying
#25:19176,Accompanying
#23:19240,Walking
#23:19240,Listening
#23:19240,Thinking
#24:19382,Accompanying
#22:19348,Listening
#22:19348,Thinking
#22:19348,PersonalCare
#24:19405,Thinking
#24:19405,Walking
#22:19381,Driving
#22:19381,Accompanying
#23:19349,Accompanying
#23:19349,Driving
#23:19406,Relaxing
#23:19406,Browsing
#24:19428,Listening
#24:19428,Relaxing
#24:19428,Thinking
#23:19399,Listening
#23:19403,Listening
#24:19358,Browsing
#25:19341,Watching
#22:19694,Talking
#22:19533,Listening
#23:19620,Listening
#23:19620,Thinking
#24:19407,Thinking
#24:19407,Cycling
#23:19702,Accompanying
#24:36657,Accompanying
#24:36657,Cycling
#23:19529,Driving
#23:19529,Listening
#23:19529,Thinking
#24:19489,Accompanying
#22:19586,Listening
#23:19646,Eating
#23:19646,Thinking
#23:19646,Browsing
#22:19573,Listening
#24:19592,ReadingDevice
#25:19532,Accompanying
#25:19532,Listening
#22:36746,Cycling
#22:19600,Listening
#22:19679,Walking
#22:19679,Thinking
#22:19679,Listening
#24:19536,Listening
#24:19659,Watching
#22:19615,Walking
#22:19615,Listening
#22:19615,Thinking
#22:19615,Walking
#22:19615,Listening
#22:19615,Thinking
#23:19624,Driving
#23:19624,Listening
#23:19624,Thinking
#24:19576,Thinking
#25:36608,Cycling
#22:20413,Walking
#22:20413,Talking
#24:20334,Walking
#24:20334,Talking
#24:20342,Relaxing
#24:20342,Browsing
#24:20342,Watching
#24:20342,Thinking
#25:19581,Talking
#23:19671,ReadingPaper
#23:19677,Walking
#23:19677,Listening
#25:19616,Watching
#22:19803,Listening
#22:19803,Thinking
#22:19803,Accompanying
#25:19695,Listening
#25:19695,Thinking
#22:19748,ReadingDevice
#22:19748,Browsing
#24:20058,Browsing
#24:20058,PersonalCare
#24:20058,Accompanying
#23:19715,Listening
#23:19715,Thinking
#23:19715,Walking
#23:19926,Walking
#23:19800,Relaxing
#22:19814,Listening
#25:19837,Walking
#24:19785,Relaxing
#24:19785,Listening
#24:19743,Walking
#24:20425,Walking
#24:20425,Listening
#25:19849,Listening
#25:19849,ReadingPaper
#23:20158,ReadingDevice
#22:19840,Other
#25:19725,Listening
#23:20106,Accompanying
#23:20106,PersonalCare
#24:19877,Cycling
#24:36655,Cycling
#24:36655,Accompanying
#23:20237,Watching
#22:19959,Accompanying
#24:21351,Relaxing
#24:21351,ReadingDevice
#24:21351,Browsing
#24:21351,Watching
#23:19927,Walking
#23:20148,Thinking
#23:19884,Listening
#24:19837,PersonalCare
#22:21431,Walking
#22:21431,Thinking
#25:19838,Driving
#25:19838,Accompanying
#25:19838,Thinking
#25:19855,ReadingPaper
#25:19855,Listening
#25:19858,Browsing
#25:19858,Listening
#25:19969,Walking
#25:19969,Listening
#25:19969,Talking
#22:20341,Watching
#25:19867,Walking
#25:19867,Thinking
#22:20006,Listening
#22:20006,Walking
#22:20006,Thinking
#25:19959,Walking
#25:19959,Eating
#22:20261,Accompanying
#23:20039,Listening
#22:20072,Listening
#23:20031,Walking
#23:20031,Eating
#23:20031,Thinking
#22:20078,Walking
#22:20078,Thinking
#24:20000,Eating
#25:19994,Cycling
#22:23829,Thinking
#23:20186,Listening
#25:20001,Talking
#25:20001,Accompanying
#25:19995,Listening
#25:19995,Browsing
#25:19995,Thinking
#25:20220,Talking
#25:20220,Accompanying
#24:20260,Listening
#25:20394,Browsing
#25:20394,ReadingDevice
#25:20394,Thinking
#23:20311,Watching
#22:20130,Cycling
#25:23706,Driving
#22:20182,Listening
#24:20184,Other
#22:20273,Walking
#22:20273,Thinking
#24:21352,Browsing
#25:20352,Listening
#25:20352,Walking
#25:20352,Thinking
#23:20162,Thinking
#25:20112,Listening
#23:20473,Browsing
#23:20473,Listening
#24:20219,Driving
#24:20219,Thinking
#24:20219,Listening
#23:20242,Browsing
#23:20242,Walking
#23:20242,Accompanying
#22:20510,Listening
#24:20195,Browsing
#24:20195,Accompanying
#22:20279,Listening
#22:20274,Walking
#22:20274,Listening
#22:20274,Thinking
#24:20261,Listening
#24:20261,Thinking
#22:20303,Cycling
#25:20229,Walking
#25:20229,Browsing
#23:20271,Cycling
#25:20186,Listening
#28:5632,ReadingPaper
#28:5632,Eating
#28:5632,Thinking
#22:20321,Talking
#23:20455,Listening
#23:20408,Listening
#24:20279,Listening
#22:20374,Driving
#22:20374,Listening
#22:20374,Thinking
#24:20471,Cycling
#22:20382,Listening
#22:20382,Accompanying
#23:20364,Walking
#23:20364,Listening
#23:20364,Thinking
#25:20448,Accompanying
#25:20448,Talking
#25:20448,Relaxing
#23:20436,Accompanying
#22:20509,Listening
#22:20393,Walking
#23:20417,Walking
#23:20417,Accompanying
#24:20347,Listening
#24:20347,Driving
#23:20890,Accompanying
#23:20890,Talking
#25:20328,Accompanying
#25:20328,Driving
#25:20328,Thinking
#24:20389,Listening
#22:20466,Talking
#24:20843,Talking
#24:20843,Accompanying
#22:20489,ReadingPaper
#23:20478,Listening
#22:20767,Browsing
#22:20767,Listening
#22:20767,Thinking
#24:20414,Walking
#24:20414,Accompanying
#23:20511,Walking
#23:20511,Browsing
#23:20511,Accompanying
#24:20464,Walking
#24:20464,Browsing
#24:20464,Accompanying
#22:20527,Driving
#23:20626,Walking
#23:20626,Listening
#23:20626,Thinking
#25:20401,Walking
#23:20491,Thinking
#23:20488,Browsing
#23:20488,ReadingDevice
#23:20488,Eating
#22:20568,Browsing
#22:20568,ReadingDevice
#24:20562,Accompanying
#24:20562,Walking
#25:20520,Other
#25:20801,Listening
#25:20639,Listening
#25:20639,Walking
#24:23749,Thinking
#24:20474,Cycling
#23:20558,Listening
#26:5752,Listening
#24:20580,Eating
#25:20469,Accompanying
#23:23796,Thinking
#22:20576,Cycling
#22:20698,Accompanying
#22:20698,Listening
#25:20487,ReadingPaper
#25:20487,ReadingDevice
#25:20487,Browsing
#22:20680,Listening
#25:20494,Listening
#25:20494,Browsing
#22:20609,ReadingDevice
#22:20609,Browsing
#25:20747,ReadingPaper
#25:20747,Listening
#25:20538,Thinking
#25:20538,Listening
#25:20577,Accompanying
#25:20577,Listening
#25:20577,Thinking
#25:20567,Cycling
#25:20567,Thinking
#23:20648,Listening
#22:20923,Thinking
#22:20750,Relaxing
#22:20750,Listening
#22:20750,Talking
#23:20800,Driving
#25:20617,Relaxing
#25:20617,Listening
#25:20617,ReadingDevice
#23:20667,Listening
#25:20559,Listening
#22:20910,Accompanying
#25:20561,Accompanying
#24:20748,Listening
#24:20633,Listening
#23:20989,Accompanying
#23:20989,Talking
#24:20688,Listening
#25:20644,Walking
#25:20644,Talking
#25:20644,Thinking
#25:20707,Accompanying
#24:20674,Thinking
#24:20649,Thinking
#24:20943,Talking
#24:20943,Accompanying
#23:20734,Eating
#25:21153,Walking
#25:21153,Talking
#25:21153,Accompanying
#23:22515,Accompanying
#23:22515,Eating
#24:20825,Accompanying
#24:21011,Talking
#24:21011,Thinking
#25:22424,Accompanying
#26:5853,Thinking
#24:20827,Accompanying
#23:21955,Accompanying
#23:21955,Talking
#22:21432,Walking
#22:21432,Talking
#22:21432,Thinking
#23:20883,Accompanying
#23:20893,Walking
#23:20893,Listening
#25:20815,Listening
#24:20855,Listening
#24:20855,Walking
#24:20864,Accompanying
#24:21084,Listening
#24:21084,Walking
#22:20944,Accompanying
#22:21276,Walking
#22:21276,Talking
#24:20927,Accompanying
#27:5938,Eating
#27:5938,Talking
#25:20861,Browsing
#24:20928,Accompanying
#25:21040,Talking
#25:21040,Accompanying
#22:21162,Talking
#22:21162,Accompanying
#23:21014,Accompanying
#23:21014,Listening
#23:21014,Thinking
#29:6238,Accompanying
#23:21069,Walking
#23:21069,Thinking
#24:21135,Browsing
#24:21135,Talking
#26:5977,Eating
#26:5977,Talking
#22:21214,Talking
#23:21130,Talking
#23:21130,Accompanying
#23:21687,ReadingDevice
#23:21687,Browsing
#22:21102,Accompanying
#22:21721,Talking
#24:21330,PersonalCare
#22:21148,Walking
#24:21110,ReadingPaper
#24:21110,Listening
#24:21296,Relaxing
#24:21296,Thinking
#22:21192,Listening
#22:21192,Browsing
#23:21685,Listening
#23:21685,Thinking
#23:21181,ReadingPaper
#25:21106,Cycling
#25:21106,Thinking
#24:21277,Thinking
#23:21238,Cycling
#24:21186,Walking
#24:21186,Listening
#25:21220,Driving
#23:21270,Listening
#24:21195,Walking
#24:21195,Thinking
#25:21180,Eating
#25:21180,Thinking
#25:21180,Walking
#23:21369,ReadingPaper
#23:21369,Listening
#25:21255,Driving
#25:21218,Accompanying
#22:21323,Relaxing
#22:21986,Driving
#22:21986,Listening
#22:21986,Thinking
#23:21346,Driving
#23:21377,PersonalCare
#23:21377,Thinking
#25:21235,Thinking
#23:21590,Walking
#23:21590,Eating
#25:21302,Listening
#25:21302,Accompanying
#25:21302,Thinking
#25:21338,Accompanying
#25:21337,Driving
#24:21419,Accompanying
#25:22422,Cycling
#23:21954,Driving
#23:21954,Listening
#23:21954,Thinking
#23:22737,Listening
