legid,activity
#24:8783,Talking
#23:8829,Talking
#24:14315,Walking
#24:14315,Talking
#25:9376,Accompanying
#25:9376,Thinking
#25:9376,Talking
#23:8832,ReadingPaper
#23:8832,Listening
#23:8949,Listening
#23:9718,Accompanying
#23:9718,Talking
#25:9146,Accompanying
#25:9146,Talking
#25:9146,Eating
#25:8855,Accompanying
#25:8855,Listening
#24:10379,Thinking
#22:9105,Listening
#28:2373,ReadingDevice
#23:8960,ReadingDevice
#23:8960,Listening
#23:8942,Walking
#25:8891,Listening
#22:9040,Eating
#22:9040,Other
#23:10335,Listening
#23:10335,Walking
#24:9080,Other
#24:9080,Browsing
#24:8995,Listening
#24:9078,Accompanying
#22:10200,Thinking
#25:8990,Accompanying
#24:9048,Driving
#24:9048,Accompanying
#22:9103,Accompanying
#22:9103,Thinking
#22:9112,Cycling
#25:9053,Other
#25:10276,ReadingDevice
#23:9176,Accompanying
#23:9176,Talking
#25:9119,Talking
#25:9119,Accompanying
#24:9128,Listening
#23:9215,Talking
#24:9435,Walking
#22:10357,Accompanying
#22:9198,Talking
#22:9198,Accompanying
#22:9198,Thinking
#23:9465,Walking
#22:9200,Walking
#22:9200,Browsing
#22:9200,Talking
#22:9200,Thinking
#24:9147,Talking
#24:9147,Thinking
#25:10277,Accompanying
#24:9282,Talking
#22:9201,Walking
#22:9201,Accompanying
#24:10304,Accompanying
#22:9240,Cycling
#25:9166,Browsing
#25:9166,Listening
#25:9166,ReadingDevice
#23:9267,Accompanying
#25:9209,Browsing
#25:9209,Listening
#23:9291,Accompanying
#22:9313,Thinking
#25:9255,Walking
#22:9387,Accompanying
#22:9387,Talking
#22:9387,Walking
#22:9387,Thinking
#24:9265,Cycling
#24:9276,Listening
#23:10304,Accompanying
#24:9333,Cycling
#22:9485,Walking
#25:10245,Thinking
#25:9307,Accompanying
#22:9385,Accompanying
#23:21390,Cycling
#24:21343,Accompanying
#22:9451,Talking
#22:9451,ReadingDevice
#24:9389,Cycling
#22:10202,Thinking
#22:9402,Browsing
#22:10326,ReadingDevice
#22:9450,Talking
#22:9450,Accompanying
#25:9458,Thinking
#23:9476,Walking
#23:9476,Accompanying
#23:9420,Walking
#23:11069,Walking
#22:9494,Accompanying
#22:9494,Eating
#24:9403,ReadingDevice
#24:9403,Browsing
#24:9403,Thinking
#23:9429,Cycling
#25:9648,ReadingPaper
#25:9648,Browsing
#22:9458,Browsing
#22:9458,Talking
#22:9493,Cycling
#24:9439,Cycling
#22:9475,Listening
#24:9424,Accompanying
#25:9649,Walking
#25:9649,Accompanying
#24:9483,Thinking
#25:9428,Talking
#25:9428,Accompanying
#22:9562,Thinking
#24:9677,Accompanying
#24:9677,Walking
#25:9650,Walking
#25:9650,Accompanying
#23:9497,Listening
#23:9497,Thinking
#23:9497,Browsing
#24:9466,ReadingPaper
#24:9466,Listening
#24:9466,Browsing
#24:9466,Thinking
#23:9516,Browsing
#24:9500,Thinking
#24:9468,Thinking
#24:9468,Browsing
#25:9476,Cycling
#24:9509,Cycling
#22:9563,Listening
#24:9559,Walking
#25:9533,Walking
#22:9611,Listening
#22:9611,Driving
#25:21300,Accompanying
#24:9678,Accompanying
#22:9602,Accompanying
#22:9736,Listening
#24:9576,Accompanying
#25:9577,Thinking
#23:9593,Listening
#25:9657,Listening
#25:9657,Driving
#24:9571,Listening
#24:9571,Thinking
#24:9684,Accompanying
#24:9684,Talking
#24:9684,Walking
#22:12232,Driving
#22:12232,Accompanying
#23:9808,Walking
#22:9768,Listening
#23:9715,Walking
#23:9715,Thinking
#24:12178,Driving
#24:12178,Accompanying
#24:9683,Talking
#24:9683,Accompanying
#24:9683,Walking
#22:9741,Thinking
#22:9742,Thinking
#24:9703,Accompanying
#25:9663,Thinking
#22:9756,Accompanying
#25:9667,Accompanying
#22:9751,Listening
#24:9724,Driving
#23:9741,Accompanying
#23:10182,Accompanying
#25:9750,Browsing
#24:9731,Listening
#24:9731,Watching
#22:9782,Accompanying
#25:9704,Listening
#25:9704,Watching
#25:9704,Accompanying
#27:2591,Other
#25:9735,Walking
#25:9735,Talking
#25:10968,Accompanying
#25:10968,Talking
#22:9814,Walking
#22:9814,Talking
#23:9809,Accompanying
#22:10329,Accompanying
#22:11050,Accompanying
#22:11050,Talking
#22:17485,Accompanying
#22:17485,Talking
#22:17485,Listening
#22:17485,Browsing
#24:10997,Accompanying
#24:10997,Talking
#25:9775,Talking
#25:9775,Accompanying
#25:10969,Eating
#25:10969,Accompanying
#25:10969,Talking
#25:9818,Talking
#25:9818,Listening
#23:9941,Accompanying
#22:9976,Accompanying
#22:9976,Talking
#22:9921,Accompanying
#22:9921,Talking
#23:10179,Talking
#25:14023,Relaxing
#25:14023,Accompanying
#25:14023,Talking
#27:2626,Accompanying
#25:9842,Accompanying
#29:2574,Accompanying
#23:9912,Thinking
#23:9938,Listening
#23:9938,Accompanying
#23:9956,Accompanying
#23:9956,Talking
#22:9958,Listening
#22:10117,Thinking
#29:2647,Listening
#25:10154,Accompanying
#25:10154,Listening
#25:10154,Browsing
#25:10154,Relaxing
#23:9964,Accompanying
#23:9964,Thinking
#23:10752,Driving
#25:10041,Accompanying
#25:10041,Talking
#22:10008,Accompanying
#22:10008,Talking
#24:9956,Accompanying
#23:9988,Accompanying
#23:9988,Talking
#25:10032,Walking
#25:10032,Accompanying
#25:10032,Talking
#25:10032,Thinking
#25:9978,Walking
#25:9978,Accompanying
#25:9978,Talking
#22:10124,Accompanying
#22:10124,Talking
#22:10079,Browsing
#23:10089,Thinking
#23:10089,ReadingDevice
#24:10277,Listening
#24:10277,Thinking
#22:10087,Thinking
#22:10110,Talking
#24:10073,Accompanying
#24:10073,Talking
#23:10099,Listening
#24:10163,Browsing
#24:10066,Browsing
#22:10134,Talking
#22:10134,Accompanying
#22:10125,Cycling
#24:10082,Accompanying
#24:10082,Talking
#25:10067,Walking
#22:10223,Listening
#25:10131,Listening
#22:10209,Walking
#22:10209,Talking
#22:10209,Accompanying
#22:10209,Thinking
#22:10215,Cycling
#25:10152,Listening
#25:10169,Cycling
#24:10197,Cycling
#25:10156,Thinking
#24:10314,Thinking
#24:10602,ReadingDevice
#25:10575,Talking
#25:10575,Eating
#23:10232,Cycling
#23:10635,Talking
#22:10282,Listening
#24:10305,Cycling
#25:10259,Browsing
#25:10278,Accompanying
#25:10278,Talking
#25:10278,Eating
#22:10367,Accompanying
#22:10367,Talking
#22:10368,Cycling
#23:10406,Thinking
#23:10406,ReadingDevice
#23:10370,Talking
#23:10370,Accompanying
#22:10390,Accompanying
#22:10390,Talking
#23:10408,Accompanying
#25:10469,Accompanying
#25:10469,Other
#25:10318,Talking
#25:10318,Accompanying
#24:10363,Accompanying
#24:10363,Talking
#23:10461,Accompanying
#23:10461,Talking
#23:10461,Walking
#22:10438,Listening
#24:10386,Listening
#24:10386,ReadingPaper
#25:10362,Walking
#25:10362,Talking
#23:14093,Driving
#23:14093,Listening
#24:10817,Thinking
#25:10372,Thinking
#25:10372,Walking
#25:10372,Browsing
#24:10436,Thinking
#22:10489,ReadingDevice
#23:10766,Accompanying
#23:10766,Talking
#25:10379,Talking
#25:10410,Thinking
#22:10987,Thinking
#24:10740,ReadingDevice
#24:10740,Thinking
#25:10468,Listening
#25:10468,Thinking
#28:2804,Watching
#28:2804,Listening
#24:10552,Accompanying
#22:10557,Listening
#22:10557,Accompanying
#24:14053,Accompanying
#23:10581,Talking
#24:10682,Thinking
#23:10640,Talking
#23:10640,Eating
#24:10731,ReadingDevice
#24:10730,Talking
#24:10607,Talking
#24:10607,Accompanying
#22:10605,Thinking
#25:10656,Walking
#25:10656,Accompanying
#22:12233,Browsing
#22:12233,Accompanying
#23:10770,Thinking
#23:10644,Walking
#23:10644,Accompanying
#22:10923,Talking
#22:10923,Eating
#22:10923,Accompanying
#24:10688,Accompanying
#24:10688,Talking
#22:10680,Accompanying
#23:10660,Accompanying
#23:10660,Listening
#24:10918,Browsing
#24:10918,Talking
#24:10918,Other
#25:10677,Accompanying
#25:10677,Talking
#23:10737,Talking
#25:10893,Listening
#25:10893,Talking
#24:10681,Listening
#24:10681,Accompanying
#23:12213,Browsing
#23:12213,Accompanying
#23:12213,Talking
#25:10662,Accompanying
#25:10662,Talking
#23:10715,Accompanying
#23:10715,Talking
#22:10741,Listening
#24:10738,Accompanying
#24:10738,Talking
#25:10839,Accompanying
#25:10839,Talking
#25:10839,Eating
#22:10770,Listening
#24:10699,Listening
#24:10699,Talking
#24:10699,Accompanying
#25:10681,Driving
#25:10681,Listening
#25:10681,Talking
#23:10750,Listening
#24:10793,Accompanying
#24:10793,Talking
#23:10777,Walking
#22:10973,Driving
#23:10848,Accompanying
#23:10848,Talking
#23:10809,Accompanying
#23:10809,Talking
#23:10850,Accompanying
#23:10850,Thinking
#29:2854,Thinking
#29:2854,Accompanying
#23:10899,Walking
#23:10899,Accompanying
#23:10899,Talking
#23:10899,Eating
#25:10907,Talking
#25:10813,Walking
#25:10813,Accompanying
#25:10813,Talking
#25:10813,Thinking
#25:10834,Walking
#25:10834,Talking
#25:10834,Thinking
#24:10862,Thinking
#24:10862,Cycling
#25:10904,Thinking
#27:2915,Talking
#27:2915,Listening
#22:10905,Browsing
#22:10905,Thinking
#22:11068,Browsing
#23:10955,Listening
#23:10955,Thinking
#23:10955,Browsing
#23:10955,Talking
#25:10916,Browsing
#25:10916,Walking
#25:10916,Thinking
#24:10932,Eating
#23:10970,Walking
#23:10970,Accompanying
#25:10905,Thinking
#23:11128,Cycling
#23:12424,Eating
#24:10933,ReadingPaper
#22:10988,Walking
#22:11077,Watching
#22:11245,Other
#23:10968,Accompanying
#24:11110,Accompanying
#24:11110,Talking
#24:11110,Thinking
#23:10992,Driving
#23:10992,Talking
#23:10992,Thinking
#24:10936,Listening
#22:10996,Walking
#22:10996,Thinking
#23:10991,Accompanying
#23:10991,Eating
#23:11115,Accompanying
#23:11115,Talking
#24:10956,Cycling
#24:11191,Accompanying
#24:11191,Talking
#24:10957,Accompanying
#25:11053,Accompanying
#25:11053,Talking
#22:11035,Other
#22:11246,Talking
#22:11246,Accompanying
#23:11226,Accompanying
#23:11226,Talking
#25:11051,Relaxing
#25:11051,ReadingDevice
#25:11051,Listening
#25:11051,Talking
#25:11051,Accompanying
#25:11051,Thinking
#23:11248,Cycling
#23:11248,Thinking
#25:10975,Thinking
#22:11255,Browsing
#22:11255,Talking
#25:11173,Talking
#25:11173,Accompanying
#25:11173,Browsing
#25:11173,Thinking
#24:13544,Thinking
#22:13601,Thinking
#24:11096,Accompanying
#25:11007,Cycling
#24:11115,Eating
#22:11169,Eating
#25:11081,Accompanying
#25:11081,Talking
#25:11081,Eating
#22:12446,Thinking
#24:11149,Cycling
#23:11145,Browsing
#23:11145,ReadingDevice
#23:11145,Listening
#23:11145,Talking
#23:11145,Accompanying
#23:11145,Eating
#23:11145,Thinking
#22:11269,Cycling
#22:11269,Thinking
#25:12362,Thinking
#23:11148,Thinking
#22:11199,Listening
#24:11119,Listening
#24:11119,Accompanying
#24:11119,Talking
#24:11119,Thinking
#25:11120,Walking
#29:2986,Accompanying
#24:13545,Accompanying
#24:13545,Talking
#23:13581,Accompanying
#23:13581,Talking
#23:13581,Walking
#25:13513,Accompanying
#25:13513,Talking
#25:13513,Walking
#24:11146,Cycling
#25:11222,Accompanying
#23:11179,Accompanying
#23:11179,Talking
#25:11116,Listening
#22:11340,Accompanying
#22:11340,Talking
#22:11340,Other
#25:13505,Accompanying
#25:13505,Talking
#25:11117,Accompanying
#25:11117,Talking
#23:11338,Accompanying
#23:11338,Talking
#23:11338,Walking
#25:11276,Walking
#25:11276,Accompanying
#25:11276,Talking
#25:13506,Accompanying
#25:13506,Talking
#25:13506,Walking
#25:13507,Eating
#25:13507,Accompanying
#25:13507,Talking
#24:11305,Relaxing
#24:11305,Listening
#24:11305,ReadingDevice
#24:11305,Watching
#24:11305,Thinking
#23:11249,Cycling
#23:11249,Thinking
#22:11272,Thinking
#22:11272,Cycling
#23:11235,Eating
#23:11259,Cycling
#22:11307,Accompanying
#22:11308,Thinking
#22:11283,Eating
#25:11209,Thinking
#25:11225,Walking
#24:11253,Listening
#25:11441,Walking
#28:3010,Thinking
#22:11524,Cycling
#24:11252,Cycling
#24:11252,Thinking
#25:11278,Relaxing
#25:11278,Browsing
#25:11278,Listening
#25:11278,ReadingDevice
#25:11278,Watching
#25:11278,Thinking
#25:11438,Cycling
#25:11250,ReadingPaper
#22:11328,Thinking
#25:11245,Thinking
#23:11348,ReadingPaper
#23:11348,Watching
#23:11348,Talking
#24:11470,Accompanying
#22:11333,Accompanying
#22:11333,Talking
#28:3371,Accompanying
#26:3763,Eating
#22:11335,Browsing
#22:11335,Listening
#24:11270,Browsing
#24:11270,ReadingDevice
#22:11334,Accompanying
#22:11334,Talking
#24:11308,Driving
#24:11308,Talking
#24:11308,Accompanying
#23:12507,Accompanying
#23:12507,Talking
#25:11281,Talking
#25:11281,Accompanying
#25:11281,Driving
#25:11281,Thinking
#25:11285,Thinking
#25:11285,Listening
#29:2996,Accompanying
#23:11464,Listening
#23:11464,Accompanying
#23:11464,Talking
#22:11366,Relaxing
#22:11366,Browsing
#22:11366,Thinking
#24:11451,Thinking
#22:11387,Thinking
#23:11366,Thinking
#23:11366,Walking
#22:11405,Thinking
#25:11585,Thinking
#25:11403,ReadingDevice
#25:11336,Driving
#25:11336,Listening
#25:11447,Listening
#23:11485,Thinking
#25:11346,Thinking
#23:11511,Accompanying
#23:11502,Cycling
#25:11411,Accompanying
#25:11411,Walking
#25:11411,Talking
#25:11411,Eating
#24:11493,ReadingDevice
#22:11505,Thinking
#22:11563,Accompanying
#22:11563,Talking
#22:11563,Browsing
#25:11480,Walking
#25:11480,Thinking
#22:11531,Accompanying
#22:11531,Thinking
#22:11531,Walking
#23:11529,Thinking
#23:11529,Walking
#24:11468,Cycling
#24:11468,Thinking
#25:11437,Listening
#25:11437,Other
#24:11618,Browsing
#24:11618,ReadingDevice
#24:11618,Thinking
#25:11435,Browsing
#25:11435,Relaxing
#25:11435,Accompanying
#25:11435,Talking
#25:11435,Eating
#25:11435,Thinking
#25:12150,Talking
#25:12150,Accompanying
#25:12150,Browsing
#27:3144,Listening
#27:3144,Talking
#22:13798,Driving
#26:3144,Talking
#26:3144,Accompanying
#26:3144,Thinking
#23:11574,Listening
#23:11574,Accompanying
#23:11574,Talking
#23:11574,Eating
#24:11542,Accompanying
#24:11542,Talking
#24:11542,Thinking
#23:11576,Accompanying
#23:11576,Talking
#23:11576,Thinking
#23:12443,Talking
#25:11512,Listening
#25:11512,Accompanying
#25:11512,Talking
#25:11512,Eating
#22:11595,Accompanying
#22:11595,Talking
#22:11595,Thinking
#24:11610,Accompanying
#24:11610,Talking
#24:11773,Walking
#25:11591,Talking
#25:11591,Accompanying
#25:11591,Thinking
#23:11736,Listening
#22:12236,Accompanying
#22:12236,Talking
#22:12236,Listening
#22:12236,Thinking
#25:12685,Relaxing
#25:12685,Browsing
#25:12685,Accompanying
#25:12685,Talking
#25:11578,Talking
#25:11578,Accompanying
#25:11578,Thinking
#23:11737,Talking
#23:11737,Accompanying
#22:11755,Relaxing
#22:11755,Browsing
#22:11755,ReadingDevice
#22:11755,Listening
#22:11755,Talking
#22:11755,Accompanying
#22:11755,Thinking
#22:12848,Accompanying
#25:12282,Listening
#23:11739,Listening
#23:11739,Talking
#23:11739,Eating
#23:11739,Other
#24:12183,Walking
#24:12183,Accompanying
#24:12183,Talking
#25:12152,Accompanying
#25:12152,Talking
#25:11743,Walking
#25:11743,Accompanying
#24:11661,Walking
#22:11794,Listening
#24:11707,ReadingDevice
#23:11995,Thinking
#22:11777,Accompanying
#22:11777,Listening
#22:11777,Thinking
#24:11779,Thinking
#22:12469,Thinking
#25:11748,Listening
#24:11741,Listening
#23:11778,Walking
#23:11812,Other
#25:11715,Thinking
#25:11715,Browsing
#24:12709,Cycling
#24:12709,Thinking
#24:11974,Cycling
#24:11974,Thinking
#24:11778,Thinking
#23:12045,Walking
#23:12045,Thinking
#25:11774,Cycling
#24:12011,Walking
#24:12011,Accompanying
#24:12011,Talking
#25:11826,Relaxing
#25:11826,Listening
#24:12312,Browsing
#24:12312,ReadingPaper
#22:11933,Relaxing
#22:11933,Watching
#24:11804,Walking
#24:11804,Eating
#24:11804,Thinking
#25:12153,ReadingDevice
#25:12153,Talking
#25:12153,Accompanying
#24:11828,Walking
#24:11828,Thinking
#23:12048,Accompanying
#23:12048,Talking
#23:12048,Thinking
#24:12016,Accompanying
#24:12016,Talking
#24:12016,Thinking
#24:11914,Listening
#24:11914,Thinking
#23:11999,Accompanying
#23:11999,Talking
#22:12238,ReadingDevice
#22:12238,Talking
#22:12238,Accompanying
#22:12238,Thinking
#24:11965,Accompanying
#24:11965,Talking
#23:11890,Talking
#23:11913,Relaxing
#23:11913,Watching
#23:12450,Accompanying
#22:12074,Cycling
#22:12074,Thinking
#23:11889,Accompanying
#23:11889,Talking
#23:12339,ReadingDevice
#23:12339,Browsing
#24:12020,Cycling
#24:12020,Thinking
#24:11879,Walking
#25:12154,Walking
#25:12154,Talking
#25:12154,Accompanying
#23:12218,Walking
#23:12218,Accompanying
#23:12218,Talking
#22:12075,Talking
#22:12075,Accompanying
#22:12075,Walking
#24:12149,Walking
#24:12021,Cycling
#24:12021,Accompanying
#23:11949,Eating
#23:11949,Walking
#23:11949,Thinking
#22:12057,Accompanying
#22:12057,Listening
#22:12057,Thinking
#25:11992,Cycling
#25:11992,Thinking
#23:12037,Thinking
#23:12279,Cycling
#23:12279,Thinking
#24:12184,Walking
#24:12184,Talking
#24:12184,Accompanying
#24:12184,Thinking
#23:12085,Thinking
#22:12077,Walking
#25:12020,Accompanying
#25:12020,Talking
#25:12029,Thinking
#24:12024,Thinking
#24:12024,Walking
#25:12119,Walking
#25:11994,Thinking
#25:11994,Walking
#24:12432,Cycling
#22:12119,Thinking
#22:12119,Accompanying
#24:12101,Thinking
#24:12067,Browsing
#24:12067,Thinking
#25:14898,Cycling
#23:12467,Walking
#23:12467,Accompanying
#23:12467,Talking
#23:12137,Accompanying
#23:12137,Talking
#22:12147,Browsing
#22:12147,Thinking
#24:12437,Cycling
#25:12129,Browsing
#23:12533,Accompanying
#23:12533,Walking
#23:12533,Talking
#25:12408,Driving
#23:12473,Driving
#25:12409,Cycling
#25:12409,Thinking
#23:12203,Cycling
#23:12278,Browsing
#23:12278,Thinking
#23:12278,Eating
#22:12358,ReadingDevice
#25:12279,Browsing
#25:12168,Walking
#25:12410,Cycling
#24:12441,Cycling
#25:12272,Accompanying
#25:12272,Talking
#24:12265,Talking
#24:12265,Accompanying
#24:12442,Cycling
#24:12442,Thinking
#23:12290,Cycling
#23:12290,Thinking
#23:12301,ReadingDevice
#22:12497,Walking
#22:12497,Thinking
#24:12443,Browsing
#24:12443,Thinking
#22:12718,Accompanying
#22:12498,Accompanying
#22:12498,Talking
#25:12414,Relaxing
#25:12414,Talking
#25:12414,Accompanying
#25:12414,Thinking
#22:12499,Relaxing
#22:12499,Browsing
#22:12499,Talking
#22:12499,Accompanying
#22:12499,Thinking
#25:13425,Thinking
#25:13425,Browsing
#23:12451,Accompanying
#23:12677,Talking
#23:12677,Accompanying
#25:12415,Relaxing
#25:12415,Browsing
#25:12415,Accompanying
#25:12415,Talking
#25:12415,Thinking
#25:12612,Accompanying
#25:12612,Talking
#25:12612,Thinking
#22:12500,Relaxing
#22:12500,Browsing
#22:12500,Talking
#22:12500,Accompanying
#22:12500,Thinking
#24:12354,Browsing
#24:12354,Walking
#24:12354,Thinking
#25:12633,Accompanying
#22:12762,Eating
#25:13517,Listening
#24:12663,Listening
#24:12663,Thinking
#24:12446,Driving
#24:12446,Thinking
#23:12432,Listening
#23:12432,Talking
#24:13551,Accompanying
#24:13551,Talking
#24:13551,Driving
#25:12416,Walking
#25:12416,Accompanying
#25:12416,Talking
#22:12717,Listening
#22:12717,Thinking
#22:12717,Other
#23:12481,Driving
#23:12481,Thinking
#25:12387,Thinking
#25:12387,Accompanying
#24:12447,Accompanying
#24:12447,Talking
#23:12741,Listening
#24:13467,Cycling
#24:13467,Thinking
#24:12589,Accompanying
#24:12589,Talking
#24:13553,Thinking
#24:13553,Walking
#25:12559,Accompanying
#25:12559,Talking
#24:12590,Accompanying
#24:12590,Talking
#24:13618,Listening
#24:13618,Driving
#24:13618,Thinking
#22:12645,Accompanying
#22:12645,Talking
#23:13503,Talking
#23:13503,Accompanying
#23:13503,Thinking
#25:13435,Browsing
#25:13435,Thinking
#23:13654,Eating
#23:13654,Accompanying
#23:13654,Talking
#23:13654,Walking
#23:13654,Listening
#22:12569,Listening
#23:12582,Accompanying
#24:13469,Thinking
#28:3414,Watching
#24:12624,Cycling
#24:12624,Thinking
#22:12716,ReadingDevice
#22:12716,Browsing
#22:13526,Cycling
#22:13526,Thinking
#23:12777,Browsing
#22:12847,Cycling
#25:12613,Cycling
#23:13588,Thinking
#25:12649,Walking
#25:12649,Thinking
#23:12625,Browsing
#23:12636,Other
#22:12671,Cycling
#23:12778,Walking
#23:12680,Accompanying
#24:12748,Accompanying
#24:12748,Listening
#27:3499,Thinking
#24:13513,Cycling
#24:12680,Listening
#24:12680,Other
#23:12781,Browsing
#23:12781,Relaxing
#23:12781,Accompanying
#25:12830,Watching
#25:12830,Listening
#24:12793,Cycling
#24:13620,Cycling
#24:13620,Thinking
#23:12723,Driving
#22:12814,Accompanying
#22:12814,Eating
#26:3509,Relaxing
#26:3509,Browsing
#26:3509,Listening
#25:12763,Cycling
#25:12762,Cycling
#25:13424,Accompanying
#23:13548,Cycling
#23:13548,Thinking
#23:12829,Listening
#25:12819,Relaxing
#25:12819,Listening
#24:12851,Walking
#24:12851,Browsing
#24:12851,Thinking
#24:12851,Talking
#25:12831,Listening
#25:12831,Watching
#25:12831,Browsing
#24:13457,Walking
#24:13457,Thinking
#25:12833,Cycling
#24:12922,Accompanying
#24:12922,Cycling
#24:12917,Listening
#24:12917,Thinking
#25:12890,Cycling
#22:13230,Walking
#24:12932,Listening
#22:13249,Thinking
#24:13512,ReadingPaper
#24:13512,Listening
#23:12998,Listening
#23:12998,Eating
#23:12998,Thinking
#23:13490,Cycling
#23:13490,Accompanying
#23:13490,Other
#23:13004,Browsing
#23:13004,Thinking
#23:13491,ReadingPaper
#23:13006,Cycling
#23:13006,Thinking
#24:13511,Cycling
#24:13511,Thinking
#23:13089,Relaxing
#25:13034,Cycling
#22:13512,Accompanying
#22:13512,Thinking
#25:13057,Talking
#24:13090,Cycling
#23:13228,Accompanying
#23:13228,Thinking
#23:13298,Other
#24:13194,Thinking
#24:13194,Listening
#24:13194,Driving
#25:14310,Walking
#25:13263,Accompanying
#25:13262,Accompanying
#22:14406,Walking
#23:14383,Accompanying
#25:13161,Listening
#23:13229,Cycling
#25:13179,Accompanying
#24:13265,Driving
#24:13281,Browsing
#24:13281,Eating
#24:13281,Talking
#24:13281,Listening
#25:14311,Accompanying
#25:13251,Accompanying
#24:14348,Talking
#23:14386,Talking
#23:14386,Eating
#22:14411,Walking
#22:14411,Listening
#23:13374,Walking
#23:13699,Browsing
#23:13699,Thinking
#24:13645,Cycling
#24:13645,Other
#24:13664,Accompanying
#24:13664,Talking
#25:13461,Accompanying
#25:13461,Talking
#25:13461,Thinking
#22:13721,Accompanying
#22:13721,Talking
#22:13721,Thinking
#22:13558,Cycling
#22:13722,Cycling
#23:13552,Browsing
#23:13552,ReadingDevice
#23:13552,Watching
#25:13524,Driving
#22:13614,Walking
#22:13809,Browsing
#22:13809,Relaxing
#22:13809,Thinking
#24:14345,Listening
#25:13612,Cycling
#25:13612,Other
#25:13566,Driving
#22:13697,Cycling
#22:13697,Thinking
#25:14605,Listening
#25:14605,Accompanying
#25:14605,Eating
#25:14605,Thinking
#28:3789,ReadingDevice
#28:3789,Listening
#22:16048,Talking
#22:14402,Walking
#23:13680,Talking
#24:13642,Cycling
#22:13702,Cycling
#22:13702,Accompanying
#22:13702,Talking
#22:13702,Cycling
#22:13702,Thinking
#22:13726,Walking
#23:13684,Accompanying
#25:14606,Listening
#25:14606,Eating
#23:14680,Listening
#23:14680,Eating
#24:13670,Walking
#25:13637,Cycling
#25:13785,Cycling
#25:13785,Thinking
#22:13723,Cycling
#24:15977,ReadingPaper
#22:13795,Cycling
#23:13775,Accompanying
#24:14341,Talking
#23:14378,Walking
#25:13720,Thinking
#25:13720,Cycling
#24:13738,Cycling
#23:13776,Cycling
#22:13995,Talking
#22:13995,Accompanying
#25:13704,Walking
#24:14339,Walking
#24:14339,Listening
#23:13773,Cycling
#22:14281,Thinking
#22:14281,Cycling
#24:14058,Accompanying
#24:14058,Talking
#25:13708,Cycling
#25:13718,Relaxing
#25:13718,Listening
#22:13876,Cycling
#22:13876,Accompanying
#22:13876,Thinking
#22:13876,Talking
#25:27709,Cycling
#26:3847,Talking
#26:3847,Thinking
#24:13810,Cycling
#25:13797,Accompanying
#22:13888,Accompanying
#24:27756,Walking
#23:13855,Cycling
#23:13855,Thinking
#23:27806,Accompanying
#25:13776,Cycling
#25:13827,Cycling
#25:14186,Cycling
#25:14186,Thinking
#25:13829,Accompanying
#25:13800,Cycling
#25:13816,Cycling
#22:13907,Cycling
#23:13954,Accompanying
#25:14033,Accompanying
#23:13896,Cycling
#22:13974,Cycling
#22:13974,Cycling
#22:14398,Cycling
#22:14161,Cycling
#22:14161,Other
#25:14301,Listening
#24:14031,Walking
#24:14031,Accompanying
#24:13917,Accompanying
#25:13871,Walking
#25:13871,Accompanying
#23:14259,Relaxing
#23:14259,Accompanying
#23:14259,Talking
#23:14259,Thinking
#24:14092,Accompanying
#24:14092,Talking
#24:14092,ReadingPaper
#24:14092,Relaxing
#22:14048,Walking
#25:14013,Cycling
#24:14222,Walking
#24:14222,Thinking
#24:14222,Accompanying
#24:14222,Talking
#22:14396,Relaxing
#24:14048,Accompanying
#23:14373,Talking
#23:14372,Accompanying
#22:14286,Walking
#22:14286,Accompanying
#22:14286,Talking
#22:14395,Accompanying
#24:14047,Accompanying
#25:14018,Accompanying
#25:13997,Talking
#25:13997,Accompanying
#25:13997,Thinking
#23:14089,Accompanying
#23:14089,Talking
#23:14088,Cycling
#24:14055,Thinking
#24:14055,Relaxing
#22:14331,Cycling
#24:14334,Listening
#25:14299,Walking
#22:14212,Thinking
#22:14212,Walking
#25:14063,Walking
#22:14158,Cycling
#24:14102,Thinking
#24:14102,Browsing
#25:14235,Walking
#22:14216,Cycling
#23:14166,Walking
#23:16005,Talking
#23:16005,Relaxing
#24:14152,Accompanying
#24:14152,Talking
#24:14152,Walking
#25:14117,Thinking
#25:15652,Accompanying
#23:14167,Relaxing
#23:14167,Browsing
#25:14297,Walking
#23:15730,Thinking
#23:15730,Accompanying
#25:14121,Thinking
#24:14468,Driving
#24:14468,Thinking
#24:14184,Walking
#24:14184,Thinking
#25:14149,ReadingPaper
#23:14362,Thinking
#24:14270,Thinking
#25:14607,Listening
#25:14607,Eating
#24:14333,Cycling
#25:14352,Cycling
#23:14425,Cycling
#24:14309,Walking
#22:14409,Driving
#22:14449,Walking
#24:14388,Cycling
#23:14887,Cycling
#23:14887,Thinking
#24:20437,Accompanying
#22:14448,Walking
#22:14451,Talking
#22:14451,Accompanying
#23:14438,Browsing
#23:14438,ReadingDevice
#23:14438,Thinking
#23:14428,ReadingDevice
#25:14355,Cycling
#28:4251,Accompanying
#23:14446,Walking
#24:14435,Cycling
#22:14537,ReadingPaper
#23:14681,Listening
#23:14681,Eating
#22:14528,Walking
#22:14528,Browsing
#22:14528,Listening
#22:14528,Thinking
#24:14434,Walking
#24:14434,Accompanying
#24:14467,Relaxing
#24:14467,ReadingDevice
#24:14467,Thinking
#23:14475,Walking
#23:14475,Talking
#23:14475,Accompanying
